gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
H2AC19,221.34,5351.685736410394,5164.61,0.6727798388009542
RNF7,369.88,5351.7573232378345,5093.1,0.672775461740273
PLIN1,235.42,5351.761722153847,5125.42,0.6727751927756743
BMP2K,292.66,5351.7728237952,5095.86,0.6727745139837848
ENSG00000279942,200.9,5351.773257806844,5128.18,0.6727744874468453
FAM209B,283.32,5351.935952120064,5136.83,0.6727645397664284
C4orf19,251.88,5351.995860806633,5111.15,0.6727608767467665
UQCRC1,354.2,5352.03315170868,5060.82,0.6727585966549263
CERS4,260.62,5352.120417678819,5099.91,0.6727532609184459
ERI1,236.18,5352.212576144028,5010.72,0.6727476260382741
EPHA1,303.22,5352.247778216488,5118.7,0.6727454736645375
SERPINA3,142.86,5352.275289878582,5160.55,0.672743791508494
H2BC5,159.26,5352.301651051631,5173.45,0.6727421796972406
PSMC3IP,340.44,5352.521008167381,5100.76,0.6727287674614869
KAZN,147.92,5352.624814318331,5165.34,0.6727224204024255
IGLV1-44,130.58,5352.656186041113,5117.51,0.6727205022292196
APLP2,330.88,5352.667634672879,5121.72,0.672719802221163
NADSYN1,385.74,5352.686520876554,5050.68,0.6727186474548117
IGHV4-61,189.84,5352.740525890655,5182.53,0.6727153454056463
DUSP13B,236.82,5352.796873832292,5128.36,0.6727119001019694
MRPL47,245.66,5352.857136495568,5042.33,0.6727082154389747
NUDT4,228.04,5352.859055765313,5092.97,0.6727080980883331
EPN2,252.24,5352.985213002556,5141.58,0.6727003844082815
TNFRSF8,234.04,5352.98594924842,5068.27,0.6727003393917199
PIP5KL1,313.06,5352.989181797329,5136.54,0.6727001417427496
SFRP2,158.04,5353.005637384589,5143.53,0.6726991355925045
MAF1,311.84,5353.065836408505,5098.35,0.6726954548206356
ELOVL3,223.14,5353.072031671701,5189.37,0.6726950760212962
STK32B,303.02,5353.17868256058,5058.37,0.6726885550253391
TNK2-AS1,310.64,5353.235545548939,5136.62,0.672685078229964
SART1,360.6,5353.24445519648,5052.24,0.6726845334639877
ENSG00000260912,274.88,5353.367346440393,5080.89,0.6726770194778116
ENSG00000287975,300.32,5353.416012031757,5155.01,0.672674043899006
HTRA2,458.64,5353.460096828171,5066.23,0.6726713484054925
OR2W3,111.72,5353.544754632661,5101.43,0.6726661721410785
CMBL,154.98,5353.683955259035,5219.24,0.6726576609441128
ENSG00000285534,121.62,5353.732380015781,5067.49,0.6726547000907501
TUBA1B,306.48,5353.80864107148,5035.61,0.6726500372319486
NAT14,325.92,5353.866282207705,5036.96,0.6726465128579819
CFAP58,272.04,5353.929558734415,5099.42,0.6726426439171864
ITGB3,120.8,5353.932763980024,5179.38,0.6726424479376323
NPIPB13,250.64,5353.951099168105,5129.6,0.6726413268622375
GSTM1,155.08,5354.00234210571,5151.95,0.6726381936957683
MAP2K3,416.72,5354.073336744206,5086.23,0.6726338528435214
EEF1D,410.9,5354.088053284078,5043.63,0.6726329530245136
GBE1,276.74,5354.132909174996,5073.35,0.672630210383675
ENSG00000275527,147.46,5354.142310089832,5170.77,0.6726296355799553
UBC,274.44,5354.161526033444,5200.51,0.6726284606521893
RBMS2,252.44,5354.198947770202,5077.29,0.6726261725606725
FOXO3,237.72,5354.199017125721,5015.67,0.6726261683200415
PPP1R12C,450.44,5354.239012299627,5035.56,0.6726237228798762
KLHDC7B,217.7,5354.291984063823,4989.57,0.6726204840071035
IGLV2-23,127.82,5354.384195492164,5146.25,0.6726148458885868
STARD3,446.96,5354.5971031243735,5041.58,0.6726018279960639
DENND3,308.04,5354.708265452389,5040.8,0.6725950311554638
IFIT1,116.64,5354.7305320438,5088.79,0.6725936697007765
ENSG00000260368,342.2,5354.902522700453,5154.9,0.6725831536104889
SNCG,270.26,5354.947537460478,5218.64,0.6725804012558558
DEF6,378.56,5354.962207569132,5044.64,0.6725795042758097
CHCHD5,338.94,5355.103104874098,5078.05,0.6725708893381781
RPL3P2,283.02,5355.22972535848,5143.74,0.6725631473336301
GJC2,288.68,5355.249019037557,5165.64,0.6725619676528549
AMFR,321.16,5355.365491873757,5068.39,0.6725548461098284
IGKV3D-20,181.18,5355.6791990465845,5174.78,0.6725356649925659
COPG1,401.36,5355.772382286541,5079.55,0.6725299674542011
DDTL,331.12,5355.775562138308,5085.14,0.6725297730273123
MTMR3,305.84,5355.941666497488,4995.12,0.6725196168451552
MAP3K2-DT,284.32,5355.964879820793,5070.76,0.6725181975040787
EPOR,308.1,5355.9815875645345,5163.82,0.6725171759361337
EGF,185.18,5356.138974833551,5149.95,0.6725075527463436
CLTB,370.22,5356.233592027575,5152.29,0.6725017675311786
LINC00877,188.6,5356.256992082664,5042.18,0.6725003367726895
YIPF6,341.3,5356.319292529249,5047.42,0.6724965275127333
VIM,324.82,5356.349537013622,5128.42,0.672494678262695
TMEM176A,89.42,5356.357019371805,5196.77,0.6724942207660162
DACT1,218.22,5356.364402962916,5092.83,0.6724937693082901
TMCC1,267.46,5356.385938428891,5063.74,0.672492452557084
COPG2,285.48,5356.46890361791,5109.24,0.6724873797849031
CDKN2D,331.24,5356.547404036915,5043.83,0.6724825800038572
TRPM6,218.3,5356.613681288506,5120.2,0.6724785275885964
GAPDH,259.02,5356.654617579558,5127.28,0.6724760246053465
LRRC37A,257.4,5356.6732932147825,5143.81,0.6724748827138622
ENSG00000307599,230.88,5356.778549807695,5130.2,0.672468446969875
NRN1L,380.3,5356.787760407915,5112.63,0.6724678838026343
E2F1,182.9,5356.839699711202,5161.99,0.6724647080580127
ELOC,356.42,5356.849682160674,5087.84,0.6724640976972991
KLHDC8A,153.4,5356.999465541055,5134.64,0.6724549394349707
TIMP1,190.12,5357.060988867892,5130.3,0.6724511776907434
MAX,446.0,5357.097467056775,5063.34,0.672448947290934
TMBIM1,429.14,5357.180605114941,5082.88,0.672443863948949
PLD1,323.78,5357.202563272218,5084.11,0.6724425213529674
ITPKB-IT1,244.6,5357.219122088919,5124.73,0.6724415088909252
ENSG00000278745,199.06,5357.283314234466,5165.78,0.6724375839660981
ENSG00000286342,184.78,5357.345102579666,5119.27,0.6724338060177519
F11R,294.04,5357.34749481447,5121.97,0.6724336597484274
CLCN1,214.68,5357.403669459954,5168.89,0.6724302250406632
IGHV3-30,124.54,5357.435577455184,5182.77,0.6724282740779466
ENSG00000261596,193.3,5357.463073524856,5151.48,0.6724265928752764
IGHV1-69,171.52,5357.471721111406,5156.26,0.6724260641325952
ANO10,290.94,5357.486127993889,5143.52,0.6724251832470872
TYK2,382.82,5357.6439895527465,5073.26,0.6724155310576125
INPPL1,419.4,5357.6983815456415,5061.64,0.6724122053472552
PCSK6,155.96,5357.774590526471,5168.27,0.6724075456724872
ENSG00000289100,355.34,5357.7903383353805,5119.27,0.6724065827982035
ERFE,105.68,5357.8318425587195,5221.73,0.6724040450896533
PNOC,228.64,5357.880495306964,5077.22,0.6724010702961196
ENSG00000287131,223.42,5357.941620898716,5123.52,0.6723973328707602
PSD3,292.2,5357.94545150371,5106.71,0.6723970986546188
SLC25A28,326.54,5357.9494665914435,5066.56,0.6723968531585789
C2orf74,304.08,5358.06837948933,5081.47,0.6723895824219303
RN7SL172P,256.1,5358.081327632963,5170.34,0.6723887907286479
FLCN,253.46,5358.18091252894,5120.14,0.6723827017713886
FBXW5,367.8,5358.211969607808,5037.79,0.6723808028365754
KCNQ4,333.76,5358.225061658858,5092.69,0.6723800023443071
IRS1,278.68,5358.26871488141,5072.18,0.6723773332386787
ENSG00000299255,272.76,5358.2929285660975,5141.23,0.6723758527321249
LINC00899,312.74,5358.419939075012,5179.76,0.6723680868801583
HSPE1P18,234.34,5358.507790946834,5106.85,0.6723627153196678
UVSSA,262.52,5358.524843973873,5073.44,0.6723616726399344
ENSG00000287032,286.94,5358.527019049905,5154.31,0.6723615396484314
ABCA1,158.76,5358.6222476078365,5081.93,0.6723557170524099
ENSG00000257252,278.3,5358.626453076306,5167.83,0.6723554599158481
DAB2,248.7,5358.763341596476,5108.42,0.6723470900888734
DYNLRB1,375.26,5358.8223315068035,5080.03,0.6723434832462976
CLPTM1,414.2,5358.840570949585,5066.15,0.6723423680250942
LIPE-AS1,342.08,5358.85066989231,5098.13,0.6723417505415892
SRD5A3,237.98,5358.871261240028,5088.46,0.6723404915169656
ZG16B,202.74,5358.960117344432,5144.04,0.6723350585542995
HELZ2,227.14,5359.082848133935,5075.12,0.6723275543788484
PPP1R3C,243.8,5359.115080749838,5170.47,0.6723255835677262
POLR2J,372.7,5359.154071942448,5140.54,0.6723231995143719
DBN1,211.74,5359.299001993417,5111.03,0.6723143380010139
NDUFAF3,369.2,5359.352603200271,5093.96,0.6723110606419889
LILRB1,229.8,5359.36705072958,5058.94,0.6723101772711966
SSTR3,194.04,5359.371106347405,5082.58,0.6723099292970098
DNAJC4,388.76,5359.485786237637,5077.0,0.672302917380762
ELOVL7,182.56,5359.532523316091,5171.02,0.6723000597177566
CTRL,275.64,5359.5716056877445,5066.59,0.6722976700894072
VCP,389.5,5359.577531538388,5057.63,0.6722973077628622
TRIM9,224.82,5359.580619374689,5148.98,0.6722971189621101
SAP30BP,459.68,5359.676573049488,5075.59,0.6722912520299915
MGAT3,208.52,5359.68435176398,5082.6,0.6722907764130859
TRNP1,253.74,5359.7365503561505,5105.38,0.6722875848146652
CETN3,289.0,5359.840294325154,5073.38,0.6722812415576183
IL1RL1,140.02,5359.886127569945,5111.72,0.672278439158059
E2F4,450.3,5359.941950424197,5058.18,0.6722750259600002
ZBTB7A,360.88,5360.026496345476,5070.83,0.6722698565365041
ENSG00000282951,347.58,5360.050620292933,5110.25,0.672268381516788
ENSG00000276488,334.4,5360.062825120155,5124.86,0.6722676352723842
ENDOG,277.3,5360.236144451498,5070.62,0.6722570379424336
B4GALT1-AS1,339.64,5360.280954877226,5177.69,0.6722542980814903
ENSG00000289618,233.98,5360.3043963796845,5070.96,0.6722528647887689
SSPN,277.22,5360.397080055776,5049.28,0.6722471977954279
IGHV4-31,154.68,5360.501516449894,5165.85,0.6722408122011683
ENSG00000230074,339.58,5360.536684058727,5090.32,0.6722386619346544
RCN3,188.66,5360.548748631361,5147.63,0.6722379242658905
PNKD,268.68,5360.726340506825,5083.62,0.6722270656981458
ATG16L2,285.1,5360.867084781091,5123.05,0.6722184601173287
CAHM,344.08,5360.887946133652,5175.46,0.672217184583696
ATP7B,285.98,5360.939606284399,5084.1,0.6722140259074045
ENSG00000305139,264.48,5361.019617816977,5062.84,0.6722091337317654
TPM3,437.28,5361.095913823811,5097.2,0.6722044687359332
ZMYND10,294.6,5361.201347284729,5072.65,0.672198022177638
DGKD,290.42,5361.273974484976,5043.66,0.6721935815050458
LDLRAD3,220.92,5361.288737652583,5142.7,0.6721926788350606
ARRDC1,372.94,5361.29489144604,5094.01,0.6721923025713212
KDM6B,282.34,5361.303766579159,5092.4,0.6721917599156735
MMP24,298.48,5361.492333029749,5140.73,0.6721802303252982
NT5DC3,236.3,5361.5010408527,5101.41,0.6721796978995598
ENSG00000251409,341.14,5361.536686299856,5190.22,0.6721775184163952
APCDD1,203.66,5361.56015220322,5149.38,0.6721760836317199
ARAF,424.7,5361.57615939284,5044.19,0.6721751048980227
ATOX1,377.5,5361.696596570139,5062.26,0.6721677409617769
LAMB2,222.62,5361.735752038916,5117.84,0.6721653468640223
APCS,286.84,5361.748929332053,5188.84,0.6721645411597644
TMEM141,298.32,5361.759670752289,5041.21,0.672163884393012
FGB,140.66,5361.799176933424,5213.57,0.672161468851518
IGLV6-57,131.58,5361.823412948615,5171.94,0.6721599869796016
VPS28,396.46,5361.860077976882,5111.04,0.6721577451558005
PTGIS,210.08,5361.916182506166,5171.46,0.6721543147351778
MACROD2,219.82,5361.931023016876,5131.22,0.6721534073361739
GLYCTK,361.28,5362.012319121568,5059.85,0.6721484366174523
CD99P1,321.18,5362.061379634127,5127.93,0.6721454368918296
FCRLA,150.9,5362.087775449385,5044.59,0.6721438229624344
ADAP2,227.48,5362.174904922925,5127.01,0.6721384955718175
STRADB,124.02,5362.201142397517,5086.71,0.6721368913239061
SELP,205.7,5362.299482014902,5161.15,0.6721308785071903
CNR1,179.6,5362.3109288057385,5147.32,0.6721301786116944
STBD1,200.76,5362.503326814866,5128.59,0.6721184147468746
RPS3AP26,241.26,5362.563191957323,5067.08,0.6721147543896471
PPP1R1B,215.38,5362.574577537677,5157.12,0.6721140582367668
TCP11L2,242.0,5362.597857882488,5057.74,0.6721126347977691
CATSPER1,278.06,5362.651125778191,5150.19,0.6721093778185148
ENSG00000304370,344.3,5362.729799901835,5140.65,0.67210456741658
TOB1,162.58,5362.754294553981,5015.43,0.6721030697307258
THOC7,328.54,5362.903539377993,5077.39,0.6720939443975547
TPI1P1,264.58,5363.092015033448,5167.38,0.6720824203587008
PSMA6,225.0,5363.11047061612,5164.62,0.6720812919219736
MFSD2B,158.64,5363.131966913515,5109.63,0.6720799775656672
ENSG00000303148,151.14,5363.133443481165,5144.91,0.6720798872833283
TBPL1,362.44,5363.166617303909,5071.02,0.6720778589236375
IGHJ2,290.62,5363.202749060272,5139.26,0.6720756497058837
STON2,217.7,5363.244051948029,5169.85,0.6720731243076717
PLOD1,255.06,5363.260854200821,5139.43,0.6720720969611238
ENSG00000287978,231.3,5363.492135010007,5199.66,0.6720579556704367
MRPL13,202.52,5363.660953636332,5057.68,0.6720476335288088
HSPA6,183.62,5363.67388351027,5149.93,0.6720468429525974
ENSG00000290385,174.18,5363.74061479079,5067.53,0.6720427627764727
SLC10A3,381.7,5363.795412591522,5075.32,0.6720394122536519
ENSG00000293287,335.18,5363.867660301832,5106.77,0.6720349947843576
HCFC1R1,301.12,5363.870517255381,5087.78,0.6720348201005576
DGKZP1,267.4,5363.874162507543,5085.18,0.672034597217515
METTL22,481.94,5363.896279526932,5082.88,0.6720332449081667
EPHB1,152.44,5364.02653408441,5087.6,0.6720252807041021
MED16,313.68,5364.074550248119,5108.78,0.6720223448334993
TECTA,295.22,5364.145124831267,5162.0,0.6720180296648568
ESPN,109.34,5364.177084718233,5231.49,0.672016075529304
IGKJ2,211.3,5364.227659696584,5159.97,0.6720129832041221
ATP5PO,284.9,5364.26710020344,5033.18,0.6720105716781755
LIPN,146.24,5364.3224575467575,5128.54,0.6720071869430292
STK17A,337.26,5364.388601488604,5082.73,0.6720031426787769
TLCD4,139.5,5364.395388634635,5137.0,0.6720027276897196
ENSG00000271857,290.56,5364.396513482893,5078.53,0.6720026589126937
ENSG00000287860,214.4,5364.421427403642,5120.66,0.6720011355913396
ISCA1,230.24,5364.43554323685,5101.44,0.6720002725015684
HRK,198.1,5364.497829555218,5139.62,0.671996464105459
TTPAL,298.58,5364.542514305448,5050.44,0.6719937319287406
LINC02656,180.32,5364.695567833592,5053.77,0.6719843737185208
ENSG00000230149,312.16,5364.856809729985,5097.8,0.6719745148437796
CACNA2D4,265.86,5364.868568326439,5104.72,0.6719737958834339
RRAD,276.84,5364.956772743049,5155.26,0.671968402767163
KPTN,310.84,5364.979873916113,5040.5,0.6719669902833315
AGO2,340.22,5365.019627109698,5116.86,0.6719645596386611
FOLR2,158.46,5365.06090639882,5167.6,0.6719620356833493
CCR1,165.26,5365.164369043042,5133.01,0.6719557096274509
ENSG00000287100,286.76,5365.41233174919,5170.78,0.6719405483491783
TSPAN5-DT,200.36,5365.423269574242,5176.29,0.6719398795735713
NSMCE2,264.02,5365.772430598022,5042.36,0.671918530687984
POLR2J3,275.94,5365.81000796695,5106.91,0.67191623308059
SMTNL1,182.64,5365.836799938602,5149.49,0.6719145949288534
ENSG00000303303,292.3,5365.882543018813,5092.35,0.6719117980422615
LRCH4,376.68,5365.883112245438,5110.8,0.671911763237821
ENSG00000241886,212.28,5365.898869199027,5072.56,0.6719107998044007
THAP3,369.96,5365.914909841105,5029.3,0.671909819025307
USF1,404.26,5365.918671118834,5133.83,0.6719095890480689
HBM,104.8,5365.929103028379,5159.92,0.6719089512058466
C2orf81,308.64,5365.967348215886,5071.98,0.6719066127657667
ENSG00000286035,263.92,5366.038088704567,5100.42,0.6719022874530989
CYFIP1,234.12,5366.091119608835,5067.95,0.6718990449643023
EFEMP2,245.02,5366.156174481926,5192.64,0.6718950672893962
FAM53C,281.94,5366.17149272518,5047.33,0.6718941306802091
LY86,230.46,5366.234739125382,5109.71,0.6718902635814502
WFDC1,200.42,5366.280666593329,5178.23,0.6718874554207686
DCN,148.1,5366.304149777123,5159.02,0.6718860195795094
HOXA9,254.64,5366.402838094448,5129.91,0.6718799854421004
BCAP31,328.1,5366.418257696657,5131.42,0.6718790426354841
SNORD3A,175.8,5366.436472673897,5194.52,0.6718779289101866
FAM174C,298.34,5366.474580237516,5031.65,0.6718755988848966
SLC36A4,219.02,5366.477499252506,5051.56,0.6718754204064503
LDHD,251.38,5366.479981840455,5132.21,0.6718752686126288
YIF1B,339.84,5366.482981612787,5075.33,0.6718750851964056
MIR29B2CHG,189.52,5366.514718547157,5179.92,0.6718731446929284
PRR14,418.32,5366.546516642805,5119.91,0.6718712004498437
SMIM24,126.4,5366.561416741648,5205.12,0.6718702894074199
IGKV4-1,128.68,5366.68207334069,5184.79,0.6718629120549868
TMEM184B,288.84,5366.731686568769,5048.82,0.6718598785344685
ENSG00000291064,383.44,5366.736570051267,5074.07,0.6718595799418363
PLD6,220.9,5366.78611013441,5082.65,0.6718565508936466
CACNA2D3,216.36,5366.991129509161,5124.55,0.6718440153158569
DPF2,408.8,5367.077721040661,5082.4,0.6718387208168352
IGHV4-4,126.42,5367.14633083124,5181.87,0.6718345257822538
DHX34,260.24,5367.184932068602,5114.49,0.6718321655720818
LOXL1-AS1,269.14,5367.187353131083,5093.81,0.6718320175401356
BEND7,211.58,5367.209106206232,5162.59,0.6718306874835689
HSPA4L,243.82,5367.503635008637,5166.23,0.6718126789967205
LYZ,181.3,5367.620940983629,5079.34,0.671805506512771
ARHGAP22,233.62,5367.6233276855,5088.58,0.6718053605817487
ZNF350-AS1,324.02,5367.71088662188,5078.86,0.6718000069323216
CC2D2A,268.96,5367.833955867223,5074.78,0.6717924820625361
MOSPD1,252.92,5367.863715742952,5093.69,0.671790662443109
UNKL,273.28,5367.980737632706,5089.57,0.6717835073290916
ATP8B4,166.44,5368.013344305347,5077.93,0.6717815136468757
PDCD4-AS1,260.74,5368.015036666647,5104.4,0.6717814101701836
IER5L,200.48,5368.061517731697,5120.62,0.6717785681607034
ENSG00000307956,244.4,5368.177186621831,5124.65,0.6717714957736576
IGHV3-66,220.52,5368.242237205273,5193.4,0.671767518361035
SELENOO-AS1,374.52,5368.4309419643305,5096.35,0.6717559803140122
SLC15A4,250.54,5368.435498536617,5048.98,0.6717557017097757
PPA2,307.28,5368.6423783490245,5096.11,0.6717430523785372
RNF166,331.32,5368.810663221715,5080.63,0.6717327628724112
RMI2,251.46,5368.8384860924025,5099.41,0.6717310616880219
RNF11,210.0,5368.8668566420565,5054.65,0.6717293270166886
ENSG00000258740,216.0,5368.919446855212,5162.41,0.6717261114732368
MARF1,318.48,5368.981549832109,5075.38,0.6717223142872449
TAL1,148.52,5369.039011840265,5120.74,0.6717188008657741
ENSG00000228686,269.34,5369.050804271503,5135.81,0.6717180798366553
FHL3,223.26,5369.255616568557,5194.09,0.6717055569202961
ENSG00000238035,247.08,5369.306257248999,5148.63,0.6717024605778661
ASF1B,232.42,5369.365735627278,5095.71,0.6716988238687082
LAMP5,263.82,5369.370540746811,5109.58,0.6716985300674527
TEAD3,231.06,5369.413667803922,5143.32,0.6716958931333585
ANKRD55,181.06,5369.466768714633,5169.0,0.6716926463641313
USP32,308.96,5369.487201234438,5035.62,0.6716913970507834
PAG1,192.74,5369.659304435682,4958.12,0.6716808740791389
PDZD8,258.06,5369.678002514289,5078.64,0.6716797308153905
UBE2D3,384.48,5369.697800650037,5070.95,0.6716785202904287
IER3,211.36,5369.705959630206,5162.24,0.6716780214227939
POLR1H,360.62,5369.739519544975,5055.89,0.6716759694561312
PSMD2,383.38,5369.776620943192,5074.26,0.6716737009511958
VSIG10,207.02,5369.782834138022,5167.37,0.6716733210554557
TENM1,144.68,5369.785253533234,5096.37,0.6716731731254519
ENSG00000298496,168.32,5369.994718374488,5159.28,0.671660365736809
CCDC170,219.72,5370.02109268636,5114.01,0.6716587531222036
ENSG00000301742,191.3,5370.070676086918,5113.3,0.6716557214254406
LINC02846,332.68,5370.11153175264,5076.47,0.671653223371896
SRRM2-AS1,374.52,5370.168833966198,5099.31,0.6716497197208072
DPYSL4,224.68,5370.182545176485,5162.61,0.6716488813710495
VAMP8,255.78,5370.2076854444,5058.18,0.6716473442100641
ENSG00000280184,290.82,5370.25121796467,5245.92,0.6716446824845814
TRGV5,205.02,5370.2961552140005,5173.38,0.6716419348692142
ASAP1,292.58,5370.399440827006,5065.18,0.6716356196376028
GSTZ1,253.8,5370.452031211747,5235.89,0.6716324040836597
SNX21,334.12,5370.4895886425875,5113.93,0.6716301076953477
C3AR1,156.5,5370.493030504024,5219.02,0.6716298972483018
ENSG00000261226,266.96,5370.516918525416,5154.74,0.671628436653903
ENSG00000251023,263.7,5370.619276550602,5074.63,0.6716221781381473
RUNDC3A,110.16,5370.714150358673,5070.96,0.6716163772327317
BLM,282.64,5370.719754301456,5094.94,0.6716160345887217
NCF1C,222.32,5370.728499316757,5175.77,0.6716154998889173
APOL1,231.0,5370.811101047306,5071.56,0.6716104493398163
FAM157C,184.3,5370.861523092381,5152.38,0.6716073663654918
ENSG00000274370,251.32,5370.912118337164,5167.48,0.6716042728011516
CSNK1D,347.64,5371.0575503392,5124.8,0.6715953805968082
ITIH1,222.36,5371.0788985374475,5125.67,0.6715940752957843
GP9,139.44,5371.100637665693,5159.03,0.6715927460919784
ATXN7L3-AS1,320.86,5371.107779216786,5145.11,0.6715923094333973
RUNDC3A-AS1,225.46,5371.144727560398,5151.1,0.6715900502867381
KRT8,208.88,5371.178976077122,5191.88,0.6715879562166236
WWP2,385.8,5371.2715957964465,5122.26,0.6715822931338156
ENSG00000251139,186.22,5371.297870885846,5136.12,0.6715806865860076
IGHMBP2,241.88,5371.337437395713,5141.99,0.6715782673558108
NOTCH2NLB,300.66,5371.366901660036,5087.89,0.6715764658110648
ENSG00000289514,126.04,5371.375861917297,5134.94,0.6715759179506391
HPD,109.26,5371.540615172508,5213.14,0.671565844379547
CAT,238.48,5371.54421741656,5189.45,0.6715656241261657
LRRC59,337.92,5371.698606085914,5044.86,0.6715561842808979
ENSG00000293188,163.54,5371.717697137631,5111.97,0.6715550169894448
ENSG00000260467,249.4,5371.726629044286,5137.18,0.671554470862471
KCNAB3,260.84,5371.794073691081,5098.87,0.6715503470687202
SUMO1,421.74,5371.813961045974,5088.81,0.6715491310885984
GPAA1,355.76,5371.814731131384,5092.17,0.6715490840029725
NPIPB12,272.96,5371.816432890093,5149.43,0.671548979951691
FCN3,226.4,5371.847422841214,5199.05,0.6715470851212954
DEDD,513.44,5371.988338162816,5157.1,0.6715384690820656
DPYSL3,231.44,5372.049164652499,5193.42,0.6715347499448181
MGP,144.72,5372.095142589542,5180.87,0.6715319386982854
LINC00174,247.62,5372.174297782567,5168.47,0.671527098882142
WHAMMP4,223.5,5372.283359198884,5075.99,0.6715204304983868
INMT,247.64,5372.3037281848,5186.77,0.6715191850697158
RPL6P10,305.54,5372.415356918442,5104.75,0.6715123597114985
USP7,421.34,5372.4347585505175,5090.07,0.671511173430112
HBA2,158.1,5372.561877315906,5173.56,0.6715034009589785
THAP7-AS1,303.2,5372.6212776708,5079.71,0.6714997690204341
GLIPR1-AS1,279.58,5372.622929856172,5091.01,0.6714996680002341
YPEL3,315.1,5372.629661717598,5085.02,0.6714992563914646
ENSG00000279425,221.74,5372.718932760705,5149.39,0.6714937980580431
ELL3,292.12,5372.92125694264,5089.82,0.6714814272734553
MEF2C-AS1,301.1,5372.945573222103,5111.91,0.6714799404939099
ARPC3P3,304.12,5372.973349695231,5215.56,0.6714782421464243
SLC2A1,202.9,5372.975292925623,5190.65,0.6714781233307476
ZNFX1,333.66,5372.977521690331,5121.48,0.6714779870565374
SLC38A11,205.7,5373.0192262673445,5091.26,0.6714754370976861
SMIM8,310.08,5373.019265724821,5070.68,0.6714754346851226
PHF5A,275.14,5373.0695275208745,5089.44,0.6714723615089652
ARF4,461.54,5373.119239564848,5068.27,0.6714693219465089
LINC02284,263.52,5373.126701084218,5184.3,0.6714688657239853
USP34-DT,292.48,5373.219020118169,5166.5,0.6714632210260979
GJD3-AS1,282.44,5373.238828619293,5197.55,0.671462009867362
RPL36AP37,251.0,5373.395888419692,5167.19,0.6714524067001106
LIPC,217.52,5373.6208221033785,5168.7,0.6714386534941377
EDN1,302.34,5373.636980484844,5146.22,0.6714376655160597
ENSG00000269982,337.16,5373.659481076672,5199.49,0.6714362897537957
IL1B,145.94,5373.674166834376,5167.86,0.6714353918169138
CCDC3,270.74,5373.8266304412045,5176.47,0.6714260696764779
STAB2,248.84,5374.068488836903,5205.69,0.6714112816363862
MZB1,135.96,5374.0857825263065,5161.52,0.6714102242417421
SMCO4,218.84,5374.281078897349,5223.6,0.6713982831612748
MINCR,325.86,5374.300841679455,5082.54,0.6713970747979545
ENSG00000293517,207.42,5374.336574426928,5142.32,0.6713948899769533
PHYKPL,391.02,5374.39639140148,5082.35,0.6713912325648743
PTGFR,204.06,5374.467159617247,5194.0,0.6713869055568789
DRAIC,221.8,5374.601161379807,5214.59,0.6713787122360253
OTX1,149.68,5374.60699871089,5146.07,0.6713783553218655
SELENOO,373.38,5374.640426795612,5056.82,0.6713763114157376
XRCC3,338.02,5374.689433633276,5073.59,0.6713733149719794
EMP2,246.24,5374.745828105314,5175.0,0.6713698668232764
PKP4,256.22,5374.756546837958,5103.62,0.6713692114437201
EIF6,312.9,5374.799600442889,5044.96,0.6713665790007406
ENSG00000286162,313.98,5374.989314987732,5188.62,0.6713549792120005
HPX,237.26,5375.078173592216,5171.74,0.671349546096471
RFESD,241.4,5375.144664285281,5150.96,0.6713454806306769
C4BPA,109.7,5375.149651696249,5202.73,0.6713451756835067
KLF9,168.3,5375.160254664221,5093.47,0.6713445273821939
ENSG00000277879,216.68,5375.182786759308,5189.38,0.6713431496937139
F8A1,199.1,5375.206805754382,5169.17,0.6713416810911415
KBTBD3,296.12,5375.306804888192,5091.63,0.6713355668059803
TXNL4A,389.12,5375.434041257761,5058.2,0.6713277871441296
MBD6,329.02,5375.503495807294,5124.08,0.6713235404581294
RNF24,212.34,5375.531875396599,5030.25,0.6713218052340814
TSSC4,385.74,5375.664721785275,5097.89,0.6713136825566937
TRIM7,227.38,5375.693144690308,5215.83,0.6713119446841755
PRRC2A,370.68,5375.873311995133,5053.63,0.6713009286459717
TRPS1,229.18,5375.978312995753,5053.07,0.6712945085297614
NCOA1,297.88,5376.0453277651395,5058.03,0.6712904110201687
UBL7-DT,371.78,5376.1481894926055,5137.57,0.6712841217063524
MGAT4B,346.92,5376.152585376028,5107.85,0.6712838529271765
ACP5,218.06,5376.186131192907,5147.48,0.6712818018225064
ENSG00000280091,225.38,5376.196054249319,5166.17,0.6712811950932853
KMT2B,356.64,5376.297841811458,5100.01,0.671274971457569
BHLHE41,256.02,5376.299097715082,5086.94,0.671274894667375
SH3BP4,281.62,5376.3684928653165,5100.87,0.6712706516132487
SHISA4,139.4,5376.399911166838,5180.76,0.6712687305920613
P2RY1,185.12,5376.438031504293,5112.58,0.6712663997857358
CLEC9A,268.2,5376.510647332276,5123.05,0.6712619598084821
PARVB,291.44,5376.556659693509,5127.52,0.671259146457138
SPSB2,347.88,5376.645230085313,5093.23,0.6712537309639062
ATP6V1G2,330.92,5376.690096467018,5102.22,0.6712509876816253
USP4,413.72,5376.728054089955,5084.26,0.6712486668242156
CYP2D6,240.96,5376.773909242558,5140.03,0.6712458630851386
