gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
ENSG00000225460,205.7,5839.446267955074,5741.49,0.642956510672267
TRABD2A,128.98,5839.4503494756755,5600.02,0.6429562611142968
SERPINA1,206.88,5839.483365603366,5760.71,0.6429542423966148
CRADD,248.32,5839.684563395118,5786.19,0.6429419404833312
LYAR,252.88,5839.72278041865,5630.27,0.6429396037652919
DENR,261.6,5839.765710178864,5509.63,0.6429369788945971
ENSG00000308408,200.92,5839.880445876116,5817.95,0.6429299635661194
CXCR1,165.26,5839.889279121726,5766.59,0.6429294234716156
BAZ2A,240.62,5839.955184495663,5721.65,0.642925393794212
ENSG00000291072,214.24,5839.974634273944,5584.8,0.6429242045690038
TMEM260,183.04,5840.007301781489,5820.73,0.6429222071671361
TECPR2,176.14,5840.069786395204,5755.35,0.6429183866465789
ENSG00000255310,208.22,5840.115100443348,5575.82,0.6429156159924581
DSTN,265.58,5840.127137496147,5649.99,0.64291488000635
RBM6,264.84,5840.1883542830155,5708.74,0.6429111370050128
KIAA0513,210.0,5840.19017520203,5784.11,0.6429110256678673
CKS1B,171.38,5840.24884164821,5735.7,0.6429074386029832
CWC27,271.96,5840.323133970494,5546.59,0.6429028961191994
TRBV7-6,174.36,5840.450587392365,5673.9,0.642895103186037
HAT1,157.58,5840.551154657766,5790.9,0.6428889541633894
KTI12,226.84,5840.551264469858,5746.73,0.6428889474491069
ARFIP2,327.54,5840.619969750404,5666.27,0.642884746575946
PARS2,214.0,5840.658741388866,5798.7,0.6428823759468747
MESD,274.88,5840.725447024342,5525.95,0.6428782973387746
TFEB,236.34,5840.732070186191,5756.88,0.6428778923762647
ENSG00000307651,126.96,5840.783970099748,5804.39,0.6428747190400643
ZNF622,294.66,5840.889714349086,5762.5,0.6428682534791144
PLXNA4,169.4,5840.9707038165625,5741.84,0.6428633015092289
PDCD5,281.98,5841.013144247994,5599.82,0.6428607065577503
WFS1,211.84,5841.0325324050045,5721.79,0.6428595211002749
TAP2,215.36,5841.129946539968,5668.98,0.6428535648706837
PRPF40A,225.24,5841.237975663037,5622.8,0.6428469596048281
DENND1C,244.66,5841.243463836957,5739.97,0.6428466240393178
RBM27,253.44,5841.3148320172095,5553.5,0.642842260347465
TRIM26,266.78,5841.342226430557,5646.05,0.6428405853604062
ZXDC,249.92,5841.406859250186,5747.66,0.6428366334912756
RRP7BP,232.88,5841.463659870712,5630.61,0.6428331605092809
ENSG00000303314,170.36,5841.467989796212,5762.62,0.6428328957629953
C1orf131,232.74,5841.486788012212,5719.53,0.642831746376508
SPTBN5,165.54,5841.509000873833,5683.54,0.6428303882070416
ENSG00000298322,144.38,5841.51800214695,5808.36,0.642829837838768
