geneid,chrm_probe,s1,s2,log2FC,mean_expr
HSPA4L,4,128703453,128754526,0.0005723867211564482,128728989.5
VARS2,6,30881982,30894235,0.0005723025090880185,30888108.5
RAB3A,19,18307611,18314874,0.0005722328043589187,18311242.5
KIAA0226+MIR922,3,197398259,197476568,0.0005722117447923836,197437413.5
SARS2,19,39405904,39421536,0.0005721918307273199,39413720.0
NCRNA00202,10,27220135,27230930,0.0005720326167484302,27225532.5
ZNF187,6,28234788,28245980,0.0005717571877639216,28240384.0
LZTFL1,3,45865446,45883621,0.0005715803549151133,45874533.5
DNM1,9,130965663,131017527,0.0005712117331384547,130991595.0
TXN2,22,36863093,36877687,0.000571046065164893,36870390.0
CADM4,19,44126522,44143991,0.0005710273696344359,44135256.5
GTF2IRD2P1,7,72656902,72685658,0.0005708739211200964,72671280.0
FLJ39582,22,21356211,21364663,0.0005708524630776424,21360437.0
THUMPD1,16,20744989,20753199,0.000570845448450541,20749094.0
ACADSB,10,124768429,124817806,0.0005708323889948019,124793117.5
HLA-DRB5,6,32485154,32498006,0.0005706560387821469,32491580.0
TCTEX1D1,1,67218140,67244730,0.0005705851893047509,67231435.0
CEACAM6,19,42259398,42276113,0.000570521123417933,42267755.5
RASSF5,1,206680879,206762616,0.0005704361875302766,206721747.5
TTC35,8,109455853,109499136,0.0005703836206976121,109477494.5
KDELR3,22,38864083,38879445,0.0005701485771609782,38871764.0
RPP30,10,92631709,92668312,0.0005699617993961681,92650010.5
EED,11,85955815,85989780,0.0005699609476010892,85972797.5
NAAA,4,76831808,76862166,0.0005699291248859595,76846987.0
TFG,3,100428134,100467810,0.0005698509136315977,100447972.0
ZNF70,22,24083772,24093279,0.000569387335993099,24088525.5
SAP18,13,21714653,21723224,0.0005693343984809474,21718938.5
MATN1,1,31184124,31196432,0.0005693020826669226,31190278.0
APOL1,22,36649117,36663577,0.0005691066268198597,36656347.0
SNED1,2,241938255,242033643,0.00056869333257481,241985949.0
YY1,14,100705102,100744804,0.0005686562959859032,100724953.0
PMS2P5,7,74306894,74336166,0.0005682144758694108,74321530.0
DCP2,5,112312433,112356667,0.0005680903399287729,112334550.0
IL1RL1,2,102927962,102968497,0.0005680490471178246,102948229.5
KCNK17,6,39266777,39282237,0.0005679018466651087,39274507.0
MED4,13,48650092,48669240,0.0005677129890635513,48659666.0
SOAT2,12,53497274,53518323,0.0005675301281513612,53507798.5
NUDT21,16,56463048,56485261,0.0005674557693282622,56474154.5
CD300LG,17,41924516,41940997,0.0005670282302574492,41932756.5
FAM3C,7,120988905,121036422,0.0005664906348599175,121012663.5
FBXO36,2,230787207,230877825,0.000566359291980234,230832516.0
KCNG1,20,49620193,49639675,0.0005663232310801902,49629934.0
RPS15A,16,18794277,18801656,0.0005663190365332582,18797966.5
DAND5,19,13080432,13085567,0.0005662492430573707,13082999.5
TSC1,9,135766735,135820020,0.0005661101232554699,135793377.5
ARHGAP11B,15,30918879,30931013,0.0005660692595768069,30924946.0
SLC16A1,1,113454470,113498975,0.0005658177433858214,113476722.5
MARVELD2,5,68710939,68737890,0.0005657679918051883,68724414.5
COL9A3,20,61448414,61472511,0.0005656420545143703,61460462.5
PRDX2,19,12907634,12912694,0.0005654487762427607,12910164.0
LOC388942,2,42104695,42121186,0.0005649447266300456,42112940.5
LOC100130522,18,77905807,77936315,0.0005648503721609188,77921061.0
PSMC6,14,53173896,53194716,0.00056477018935297,53184306.0
PIK3CG,7,106505924,106547592,0.0005643109608755026,106526758.0
IRAK1BP1,6,79577189,79608320,0.000564279243864263,79592754.5
CARD14,17,78152281,78182851,0.0005642133899605994,78167566.0
BRAP,12,112079950,112123790,0.0005641988919045104,112101870.0
SIGLEC15,18,43405545,43422521,0.0005641307445927168,43414033.0
RPF2,6,111303291,111346794,0.0005637685932029513,111325042.5
PCGF2,17,36890150,36904558,0.0005633561108453478,36897354.0
DNAJA2,16,46989274,47007625,0.0005633142529184454,46998449.5
BCHE,3,165490692,165555253,0.000562712436504853,165522972.5
C5orf56,5,131746673,131798059,0.0005625938882189985,131772366.0
COL1A2,7,94023873,94060544,0.0005625672854350228,94042208.5
AGFG1,2,228336888,228425938,0.000562532619309053,228381413.0
BRD2,6,32936437,32949282,0.0005625321466844468,32942859.5
AHNAK2,14,105403591,105444694,0.0005624811646391947,105424142.5
TTYH1,19,54926635,54948054,0.000562478678045153,54937344.5
ARL3,10,104433484,104474190,0.0005622229513271293,104453837.0
IL20RB,3,136676707,136729926,0.0005616453920431752,136703316.5
FXR1,3,180630234,180700539,0.0005614173114913967,180665386.5
DZIP1L,3,137780827,137834451,0.000561384549133237,137807639.0
FBXO4,5,41925356,41941672,0.0005613412704406073,41933514.0
CYP24A1,20,52769988,52790516,0.0005611122055952933,52780252.0
WNT5A,3,55499743,55521331,0.0005610628550414276,55510537.0
ST14,11,130029682,130080257,0.0005610266361379956,130054969.5
NHEJ1,2,219940046,220025587,0.0005609964425872249,219982816.5
SLC35E4,22,31031793,31043862,0.0005609892028353158,31037827.5
PHLDA2,11,2949503,2950650,0.0005609246647750865,2950076.5
IVD,15,40697686,40713512,0.0005609078850241644,40705599.0
CPN1,10,101802065,101841642,0.0005607592066780853,101821853.5
CDKN1B,12,12870302,12875305,0.0005607017010511584,12872803.5
MLKL,16,74705753,74734789,0.0005606255519836623,74720271.0
LOC642236,9,68427783,68454375,0.0005605426888344311,68441079.0
ATRIP,3,48488218,48507054,0.0005603284162418731,48497636.0
C8orf84,8,73976778,74005507,0.0005601641546526537,73991142.5
ZNF488,10,48355089,48373866,0.0005601111800075387,48364477.5
ECT2,3,172472298,172539263,0.0005600396333740321,172505780.5
BAT1,6,31497996,31510225,0.000560013186738928,31504110.5
UOX,1,84830641,84863576,0.0005600091982884692,84847108.5
ZNF528,19,52901121,52921657,0.000559939660092823,52911389.0
CCDC14,3,123632274,123680255,0.0005597933217984519,123656264.5
GSDMA,17,38119226,38134019,0.0005597607668477167,38126622.5
APOBEC3F,22,39436673,39451975,0.0005596779712320199,39444324.0
LRRC50,16,84178865,84211524,0.0005596159929481814,84195194.5
C1orf84,1,43855556,43872565,0.0005594283661558563,43864060.5
SYNPO,5,149980642,150038792,0.0005592485526726421,150009717.0
BCO2,11,112046208,112089649,0.00055923328230989,112067928.5
ANKRD50,4,125585204,125633887,0.000559151159379212,125609545.5
CYP3A43,7,99425636,99464173,0.0005590747882635583,99444904.5
SSPO,7,149473131,149531053,0.0005589472463363165,149502092.0
ZNF525,19,53868968,53889841,0.0005589032337240951,53879404.5
MTX2,2,177134123,177202753,0.0005588589167047076,177168438.0
EFS,14,23825611,23834842,0.0005588498090887128,23830226.5
DBNL,7,44084239,44101315,0.000558718727727836,44092777.0
ALDH2,12,112204346,112247784,0.0005584067071247034,112226065.0
CLCA4,1,87012759,87046432,0.0005581994249261868,87029595.5
STAM2,2,152973315,153032506,0.0005581237794309857,153002910.5
GATM,15,45653322,45670980,0.000557904264990583,45662151.0
C12orf75,12,105724414,105765296,0.000557760080511116,105744855.0
CCDC82,11,96085929,96123083,0.0005577458736354401,96104506.0
LYRM5,12,25348150,25357949,0.0005576042568016248,25353049.5
C4orf32,4,113066553,113110237,0.0005572869823886606,113088395.0
EIF2S1,14,67827034,67853233,0.0005571505440613578,67840133.5
C13orf34,13,73302042,73330328,0.0005566038641546811,73316185.0
USP39,2,85843283,85876406,0.0005565627116368432,85859844.5
ACPP,3,132036211,132087146,0.0005564344864978921,132061678.5
OBFC1,10,105637318,105678045,0.0005561038276411523,105657681.5
OSGEP,14,20915207,20923267,0.0005558578268214376,20919237.0
PISD,22,32014477,32026810,0.000555665210274725,32020643.5
MUC17,7,100663364,100702140,0.0005556258835817118,100682752.0
SLC38A8,16,84043389,84075762,0.0005556103073622864,84059575.5
PLXNA1,3,126707437,126756235,0.0005555086641351181,126731836.0
NARS,18,55267894,55289177,0.0005554575225517056,55278535.5
DHRS2,14,24105573,24114848,0.000554992919465036,24110210.5
C6orf176,6,166337536,166401527,0.0005549062867018506,166369531.5
CETP,16,56995835,57017756,0.000554763998728447,57006795.5
USP40,2,234384165,234474236,0.0005543037548036978,234429200.5
PON3,7,94989184,95025687,0.00055430079650165,95007435.5
ANKRD46,8,101533000,101572012,0.0005542198936296927,101552506.0
LOC731789,10,26932037,26942383,0.0005541079615305478,26937210.0
C1orf190,1,46669006,46686928,0.0005539225880681897,46677967.0
DET1,15,89055714,89089912,0.0005538983602164649,89072813.0
CREG2,2,101964816,102003965,0.0005538109118354839,101984390.5
NAA30,14,57857271,57879466,0.0005533353903324212,57868368.5
PIGV,1,27114486,27124887,0.0005533054650506131,27119686.5
PLEKHG2,19,39903750,39919055,0.0005532365673737161,39911402.5
FAM165B,21,35747749,35761452,0.0005529148573302223,35754600.5
CEP78,9,80850991,80881983,0.0005529114267268653,80866487.0
KCNH3,12,49932940,49952077,0.0005528127363199076,49942508.5
LOC100129961,2,135624203,135676176,0.000552754035958003,135650189.5
PAXIP1,7,154735400,154794682,0.0005526173569592174,154765041.0
BTNL2,6,32362513,32374900,0.0005520969192076564,32368706.5
GINS4,8,41386725,41402565,0.0005520590688590232,41394645.0
AGAP3,7,150783826,150841523,0.0005519375378320035,150812674.5
C21orf88,21,40969075,40984749,0.0005518425057218224,40976912.0
LATS1,6,149982051,150039392,0.0005514644284652093,150010721.5
BVES,6,105544699,105585049,0.000551440482531973,105564874.0
PLEKHG7,12,93130265,93165868,0.0005514260633070478,93148066.5
ZSCAN23,6,28400432,28411279,0.000550904469250213,28405855.5
ZNF805,19,57752053,57774106,0.0005507973925169551,57763079.5
EDARADD,1,236557680,236648008,0.000550778496496207,236602844.0
PRMT5,14,23389733,23398661,0.000550580168699355,23394197.0
GRHPR,9,37422707,37436986,0.000550369400748707,37429846.5
JOSD1,22,39081548,39096459,0.0005503344557062917,39089003.5
CCNJL,5,159678671,159739573,0.0005501439917416917,159709122.0
FBP1,9,97365421,97402531,0.0005497661449531677,97383976.0
CABP7,22,30116344,30127820,0.0005496422172903692,30122082.0
KRT23,17,39078952,39093836,0.0005493746161064905,39086394.0
ACAA1,3,38164201,38178733,0.0005492386247070158,38171467.0
MRPS18A,6,43638934,43655549,0.0005491842558882354,43647241.5
LOC100131564,1,93775666,93811368,0.0005491541427389279,93793517.0
DBF4,7,87505544,87538856,0.0005491070520768915,87522200.0
KY,3,134318765,134369864,0.0005487413033371524,134344314.5
ZNF398,7,148823508,148880118,0.0005486729724992756,148851813.0
MPL,1,43803475,43820135,0.0005486032616595082,43811805.0
C16orf61,16,81009699,81040502,0.0005484638100661243,81025100.5
C3orf75,3,47537130,47555199,0.0005482683352759921,47546164.5
NFKBIL1,6,31514628,31526606,0.0005482316814884314,31520617.0
GAS6,13,114523522,114567046,0.0005481837136755985,114545284.0
ANXA6,5,150480267,150537443,0.0005480576681122784,150508855.0
CUL7,6,43005355,43021683,0.0005476493184133346,43013519.0
ZNF347,19,53641957,53662322,0.0005476106747401843,53652139.5
ACSL1,4,185676749,185747215,0.0005474119027155666,185711982.0
MDFI,6,41606195,41621982,0.0005473104700186582,41614088.5
HLTF,3,148747904,148804341,0.0005472745161227976,148776122.5
TMEM71,8,133722192,133772914,0.0005471231177871516,133747553.0
SLFN12L,17,33801942,33814758,0.0005468938684813907,33808350.0
EIF3A,10,120794541,120840334,0.0005468195288571565,120817437.5
CHRNA6,8,42607780,42623929,0.0005466998660637046,42615854.5
SCAMP2,15,75137197,75165670,0.0005466010950279099,75151433.5
FARSB,2,223436162,223520827,0.000546566133017734,223478494.5
DNASE1L3,3,58178354,58200398,0.0005465391021743926,58189376.0
TOMM70A,3,100082307,100120225,0.0005464877004470736,100101266.0
RALGDS,9,135973107,136024588,0.0005461177436885123,135998847.5
COL6A3,2,238232655,238322850,0.000546101676949462,238277752.5
SP140,2,231090445,231177930,0.0005460645090131777,231134187.5
JAGN1,3,9932271,9936031,0.0005460489650772615,9934151.0
NID1,1,236139132,236228481,0.000545775606340726,236183806.5
STX2,12,131274147,131323811,0.0005457011727365568,131298979.0
AGPHD1,15,78799906,78829715,0.0005456499377203272,78814810.5
CR1L,1,207818458,207897036,0.0005453926705349943,207857747.0
C22orf39,22,19428410,19435755,0.0005453144127081089,19432082.5
SLC22A4,5,131630145,131679899,0.0005452116317563593,131655022.0
LOC493754,7,66018553,66043498,0.0005450169432563712,66031025.5
MAFF,22,38597939,38612517,0.0005447865250616246,38605228.0
ANAPC5,12,121746048,121792012,0.0005445722537373854,121769030.0
CHRNA5,15,78857862,78887611,0.000544151713768315,78872736.5
CSNK1A1,5,148874845,148931007,0.0005441440371889428,148902926.0
MED20,6,41873092,41888877,0.0005437537158705652,41880984.5
CNDP2,18,72163500,72190689,0.0005434609921444178,72177094.5
AKNAD1,1,109358525,109399716,0.0005433034322877006,109379120.5
BARD1,2,215593275,215674428,0.0005429529300613467,215633851.5
NOL6,9,33461351,33473941,0.00054271908565795,33467646.0
MYO1A,12,57422301,57443893,0.0005423818803897973,57433097.0
DDX19A,16,70380824,70407281,0.0005422245381296875,70394052.5
HNMT,2,138721808,138773934,0.0005420041511392526,138747871.0
EPCAM,2,47596287,47614167,0.0005418603947084932,47605227.0
AKIRIN1,1,39456916,39471737,0.0005418104097252296,39464326.5
KIAA1949,6,30644166,30655672,0.0005415886676161108,30649919.0
APOL2,22,36622255,36636000,0.0005413681510262336,36629127.5
FAM91A1,8,124780882,124827690,0.0005410845403552855,124804286.0
TFB1M,6,155577264,155635617,0.0005410160652488116,155606440.5
LOC729082,15,41576201,41591795,0.0005410106596848152,41583998.0
LOC646214,15,21932514,21940739,0.0005409294045009005,21936626.5
GGH,8,63927639,63951610,0.0005408671533473353,63939624.5
C8orf46,8,67405491,67430759,0.0005407153963297162,67418125.0
POGZ,1,151375200,151431941,0.000540673905259581,151403570.5
UBTF,17,42282401,42298250,0.0005406738576638759,42290325.5
LOC653075,15,30427990,30439395,0.0005406487100856339,30433692.5
BBS7,4,122745635,122791642,0.0005406435372528051,122768638.5
CALCA,11,14988215,14993832,0.0005405646651759355,14991023.5
MRPL42,12,93861270,93896432,0.0005403564545183315,93878851.0
ABCB9,12,123413539,123459752,0.0005401253889658619,123436645.5
TARBP1,1,234527059,234614849,0.0005399398195642391,234570954.0
NARF,17,80416060,80446143,0.0005395996582429063,80431101.5
MFSD8,4,128838960,128887139,0.0005393912755842223,128863049.5
CACNG6,19,54495542,54515920,0.0005393788654330933,54505731.0
MTPN+LUZP6,7,135611503,135662204,0.000539278814667199,135636853.5
AHCTF1,1,247002402,247094726,0.0005391465378679072,247048564.0
HTRA4,8,38831668,38846181,0.0005390940429599311,38838924.5
PPWD1,5,64859131,64883370,0.0005390598253356416,64871250.5
CLCA2,1,86889769,86922240,0.0005390392867354876,86906004.5
ATP4A,19,36041095,36054560,0.0005388920708888634,36047827.5
RGS5,1,163112089,163172963,0.0005383183683207449,163142526.0
CSDC2,22,41957014,41972670,0.0005382322965452602,41964842.0
PAQR7,1,26187975,26197744,0.0005380736486522153,26192859.5
DHRS1,14,24759804,24769039,0.0005380011933233675,24764421.5
SNUPN,15,75890424,75918719,0.0005377944346456331,75904571.5
ZNF782,9,99579273,99616389,0.0005376328849919787,99597831.0
TMPRSS7,3,111758465,111800116,0.0005375744562066131,111779290.5
TXLNB,6,139561199,139613208,0.000537535854508775,139587203.5
MSL1,17,38278790,38293045,0.0005371588001850114,38285917.5
LOC645513,4,120375938,120420747,0.0005369319955264018,120398342.5
ILDR2,1,166882441,166944561,0.0005369261078378429,166913501.0
KATNB1,16,57769660,57791162,0.0005368744883149645,57780411.0
KLHL6,3,183205319,183273499,0.0005368001841006276,183239409.0
VEGFA,6,43737946,43754223,0.0005367965426614774,43746084.5
ZNF24,18,32912178,32924426,0.0005367873630852671,32918302.0
CCBL1,9,131595392,131644354,0.0005366760600793441,131619873.0
INPP5J,22,31518961,31530683,0.0005364430266325826,31524822.0
C14orf148,14,77860424,77889379,0.0005364146091899613,77874901.5
PKD2L2,5,137225125,137276156,0.0005364067568294217,137250640.5
PPP1R3A,7,113516882,113559082,0.0005362234718084835,113537982.0
FAM171B,2,187558789,187628512,0.0005362069914944811,187593650.5
MED25,19,50321536,50340237,0.0005360493647188491,50330886.5
CRYZ,1,75171172,75199092,0.0005357448261023023,75185132.0
NEFH,22,29876181,29887277,0.0005357167860644552,29881729.0
GPS2,17,7215978,7218658,0.0005357145435880284,7217318.0
TOPORS,9,32540542,32552626,0.0005356484274585682,32546584.0
PSG9,19,43757435,43773682,0.0005355687638015638,43765558.5
SEMA4F,2,74881393,74909185,0.0005353525039595297,74895289.0
RASSF9,12,86198331,86230318,0.0005352647200425054,86214324.5
UBA3,3,69103881,69129524,0.0005352545402814712,69116702.5
GZF1,20,23345021,23353683,0.0005352021783018301,23349352.0
SLC35F5,2,114471933,114514400,0.0005351142984473256,114493166.5
LOC441601,11,50238999,50257633,0.0005350065694749162,50248316.0
ANKAR,2,190540711,190611376,0.00053494680561883,190576043.5
SERAC1,6,158530536,158589312,0.0005347873663161806,158559924.0
RDM1,17,34245085,34257780,0.00053472254683129,34251432.5
MMP15,16,58059282,58080804,0.0005346936369718946,58070043.0
IGFBP4,17,38599676,38613982,0.0005345995900505329,38606829.0
PLA2G2D,1,20438434,20446008,0.0005345295812091422,20442221.0
NCRNA00160,21,36096105,36109479,0.0005344352083085369,36102792.0
SLC31A1,9,115983808,116026772,0.0005343200289473771,116005290.0
PLEK2,14,67853700,67878828,0.0005341688009714574,67866264.0
HVCN1,12,111086491,111127617,0.0005340099863957448,111107054.0
ACP5,19,11685475,11689801,0.0005339914090569664,11687638.0
NCRNA00174,7,65841031,65865395,0.0005337601651049795,65853213.0
NDUFV3,21,44313378,44329773,0.0005336675121441203,44321575.5
C6orf27,6,31733371,31745108,0.0005335008532370011,31739239.5
NME1+NME2+NME1-NME2,17,49230897,49249105,0.0005334807176424761,49240001.0
LOC100130275,6,10412551,10416402,0.0005334707061166455,10414476.5
LILRB1,19,55128629,55149004,0.0005331074028305238,55138816.5
BAG1,9,33252470,33264759,0.0005330732892119272,33258614.5
LOC729970,1,95393584,95428826,0.0005328877114187947,95411205.0
ZNF326,1,90460678,90494094,0.0005328303527889489,90477386.0
LOC645781,19,7981032,7983980,0.0005327981583853614,7982506.0
ZNF471,19,57019212,57040269,0.0005326839824633112,57029740.5
GSDMB,17,38060848,38074903,0.0005326559003080433,38067875.5
ZNF583,19,56915383,56936400,0.0005326420138054289,56925891.5
LOC388152,15,84867600,84898920,0.0005323217871335828,84883260.0
SENP8,15,72406599,72433311,0.0005321360643897322,72419955.0
HAPLN4,19,19366452,19373596,0.000532090871796953,19370024.0
SNAPC2,19,7985194,7988136,0.0005314368797080249,7986665.0
NOTCH1,9,139388896,139440238,0.0005312992084647306,139414567.0
ACSL3,2,223725732,223808119,0.0005311746446885479,223766925.5
SMAD5,5,135468536,135518422,0.00053117157831295,135493479.0
LRRC27,10,134145614,134195010,0.0005311410806996264,134170312.0
SEC24C,10,75504132,75531919,0.0005308423619041491,75518025.5
U2AF2,19,56165416,56186082,0.000530740329256929,56175749.0
C3orf55,3,157261159,157319021,0.000530721426038383,157290090.0
ZNF221,19,44455397,44471752,0.0005306653231187397,44463574.5
TRAK2,2,202241930,202316319,0.0005305571810296783,202279124.5
TMEM219,16,29973351,29984373,0.0005304198801603377,29978862.0
IDO1,8,39771328,39785947,0.0005302031400660212,39778637.5
ZNF771,16,30418735,30429916,0.0005301932791752506,30424325.5
HMOX1,22,35777060,35790207,0.0005300499007709902,35783633.5
KIAA1524,3,108268718,108308491,0.0005298831787641234,108288604.5
MFSD2A,1,40420784,40435628,0.0005297134603985398,40428206.0
RIPK2,8,90769975,90803292,0.000529442152817694,90786633.5
MUDENG,14,57735606,57756797,0.0005294227088690207,57746201.5
TBKBP1,17,45772630,45789429,0.0005293859487025543,45781029.5
ARHGAP33,19,36266417,36279724,0.0005292615797500844,36273070.5
GPATCH3,1,27216979,27226962,0.0005290735373293387,27221970.5
PRODH2,19,36290892,36304201,0.00052898418314129,36297546.5
C6orf150,6,74134856,74162043,0.0005289732995308327,74148449.5
DDX6,11,118618473,118661972,0.0005289588171280002,118640222.5
IGLON5,19,51815102,51834102,0.0005289226447864337,51824602.0
CHST1,11,45670427,45687172,0.0005288652168147223,45678799.5
HSP90AB2P,4,13335037,13339925,0.0005287274943484022,13337481.0
ZNF726,19,24097684,24106517,0.000528722586235375,24102100.5
SALL4,20,50400583,50419048,0.0005284558857248101,50409815.5
AP1S3,2,224620047,224702319,0.0005283218294209746,224661183.0
C17orf101,17,80347086,80376513,0.0005282881565449316,80361799.5
GPR97,16,57702157,57723290,0.0005282799400632143,57712723.5
EPN1,19,56186561,56207133,0.0005281278891757779,56196847.0
ENOPH1,4,83351726,83382244,0.0005281247393256194,83366985.0
RAB5B,12,56367862,56388488,0.0005278111204809477,56378175.0
C22orf24,22,32329507,32341336,0.0005277691927183525,32335421.5
HMP19,5,173472724,173536182,0.0005276552896162912,173504453.0
SLC16A6,17,66263167,66287405,0.0005276181269628921,66275286.0
HDLBP,2,242166679,242255254,0.0005275843451251205,242210966.5
CSNK1D,17,80202240,80231573,0.000527551802040449,80216906.5
TARP,7,38299244,38313248,0.0005274205425997991,38306246.0
STAG3,7,99775538,99812010,0.000527267097741202,99793774.0
DIS3,13,73329540,73356344,0.0005272490675238828,73342942.0
PLA2G4F,15,42433332,42448839,0.000527127698486396,42441085.5
TTC22,1,55246752,55266941,0.0005271124181405185,55256846.5
MYO1G,7,45002260,45018704,0.0005270700497952419,45010482.0
KLF17,1,44584522,44600809,0.0005269291171927648,44592665.5
POP4,19,30097170,30108162,0.0005268006341623277,30102666.0
LOC158435,9,98828121,98864194,0.0005264983442678783,98846157.5
SF3B14,2,24290454,24299314,0.0005261304263797228,24294884.0
AZIN1,8,103838536,103876397,0.0005259311522110011,103857466.5
MGC14436,12,110171130,110211292,0.000525827040306126,110191211.0
OSR1,2,19551246,19558372,0.0005257348435065978,19554809.0
FUK,16,70488498,70514177,0.0005254789079565114,70501337.5
C11orf70,11,101918169,101955291,0.0005253820224986328,101936730.0
CCDC50,3,191046874,191116459,0.0005253771167232912,191081666.5
CAPN12,19,39220832,39235114,0.000525251974561769,39227973.0
PSG6,19,43406240,43422043,0.0005251493792108874,43414141.5
LOC116437,12,131649556,131697476,0.0005250406360950421,131673516.0
PRIM1,12,57125364,57146146,0.0005247517626330023,57135755.0
PRINS,10,24536054,24544975,0.0005244503768295772,24540514.5
ALS2CR8,2,203776978,203851060,0.0005243885341954524,203814019.0
SIGLEC5,19,52114781,52133727,0.0005243873614269035,52124254.0
FRA10AC1,10,95427640,95462329,0.0005243402632650884,95444984.5
COL1A1,17,48261457,48279000,0.0005243231623914824,48270228.5
C9orf153,9,88842226,88874519,0.0005243056971799831,88858372.5
MRPS5,2,95752952,95787754,0.0005242611232851857,95770353.0
CACNA1S,1,201008640,201081694,0.0005242336621442689,201045167.0
SEPT4,17,56597611,56618179,0.0005241910409026218,56607895.0
C1QB,1,22979682,22988029,0.0005239406032089278,22983855.5
CCDC39,3,180331796,180397283,0.0005238156619853385,180364539.5
TMPRSS4,11,117947727,117990556,0.000523774143609046,117969141.5
CREB1,2,208394616,208470284,0.0005237468975174409,208432450.0
RASA4,7,102220093,102257205,0.0005236894163367367,102238649.0
ALDH1A3,15,101420009,101456830,0.0005236819976310869,101438419.5
ENPP4,6,46097701,46114436,0.0005236512683950423,46106068.5
CCR9,3,45927996,45944667,0.0005235761755812973,45936331.5
ANKRD52,12,56631591,56652143,0.0005234691201501107,56641867.0
QRSL1,6,107077441,107116292,0.000523359337734064,107096866.5
EPHX4,1,92495533,92529093,0.0005233556919073123,92512313.0
ZNF677,19,53738638,53758111,0.0005226874408243987,53748374.5
CHD1L,1,146714291,146767443,0.000522568311726701,146740867.0
ANKRD13A,12,110437235,110477235,0.000522444742927064,110457235.0
GGTA1,9,124217319,124262306,0.0005223971340981848,124239812.5
SH2B1,16,28875078,28885534,0.0005223219930563516,28880306.0
NDUFAF1,15,41679551,41694642,0.000522264978986442,41687096.5
TECPR1,7,97846047,97881468,0.000522171868162502,97863757.5
UBE2N,12,93802088,93836026,0.0005218788791481188,93819057.0
CLCA1,1,86934526,86965974,0.0005217911808017561,86950250.0
TTF2,1,117602949,117645491,0.0005217899219829292,117624220.0
ZNF621,3,40566376,40581043,0.0005215201699435568,40573709.5
BUB1,2,111395409,111435684,0.0005215119856067929,111415546.5
CKM,19,45809671,45826233,0.0005214967924764835,45817952.0
MS4A14,11,60163487,60185228,0.000521245826412553,60174357.5
LCT,2,136545415,136594750,0.0005211636310988865,136570082.5
SDR16C5,8,57212570,57233241,0.0005211540506877554,57222905.5
ERCC1,19,45910591,45927177,0.000521104556618468,45918884.0
SLC43A3,11,57174427,57195053,0.0005203665823394488,57184740.0
RNF114,20,48552914,48570422,0.0005201366750675618,48561668.0
ZNF311,6,28962594,28973037,0.000520096655375113,28967815.5
LTA4H,12,96394611,96429365,0.0005200538285130563,96411988.0
FBP2,9,97321003,97356075,0.0005198167244060414,97338539.0
PPCDC,15,75315927,75343067,0.0005197796994913517,75329497.0
ACTG2,2,74120093,74146780,0.0005193500297622222,74133436.5
TULP2,19,49384222,49401996,0.0005191505846333655,49393109.0
TMEM97,17,26646121,26655711,0.0005191358177825123,26650916.0
DHFR,5,79922045,79950800,0.0005189711339568248,79936422.5
SART3,12,108915991,108955165,0.0005188032841019208,108935578.0
PI4K2A,10,99400443,99436187,0.0005186940814532193,99418315.0
MTRNR2L4,16,3421053,3422283,0.0005186109233257241,3421668.0
NUTF2,16,67880819,67905219,0.0005184886366293995,67893019.0
C21orf84,21,44881974,44898103,0.0005183606168337462,44890038.5
KLC4,6,43027372,43042833,0.0005183096229117723,43035102.5
IL17REL,22,50432942,50451055,0.0005180511441942315,50441998.5
UBXN10,1,20512578,20519942,0.0005178334587938593,20516260.0
IQCG,3,197615946,197686886,0.0005178044703804119,197651416.0
TSPAN2,1,115590633,115632121,0.0005177218153953334,115611377.0
SETD7,4,140427192,140477577,0.0005175432952313486,140452384.5
C4orf51,4,146601356,146653948,0.0005174618624224081,146627652.0
ZNF223,19,44556164,44572142,0.000517262856831735,44564153.0
GOPC,6,117881433,117923705,0.0005172542500275767,117902569.0
C19orf59,19,7741943,7744719,0.0005172090614742331,7743331.0
RNF6,13,26786905,26796508,0.0005171077888910247,26791706.5
PRSS36,16,31150248,31161415,0.000517096620480828,31155831.5
CCNI,4,77969177,77997125,0.0005170404170691256,77983151.0
ARHGEF37,5,148961135,149014527,0.0005170111774468467,148987831.0
USP44,12,95910888,95945263,0.0005169773477220474,95928075.5
ZNF468,19,53341785,53360902,0.0005169504470856623,53351343.5
C14orf126,14,31915243,31926680,0.0005169049448028318,31920961.5
C10orf129,10,96953957,96988686,0.0005166822037558916,96971321.5
CHRNA3,15,78885395,78913637,0.0005164111939954807,78899516.0
PEX6,6,42931611,42946981,0.0005164086178481853,42939296.0
ZRANB1,10,126630692,126676005,0.0005161556432824455,126653348.5
RNF10,12,120972132,121015397,0.00051587948644638,120993764.5
VILL,3,38035078,38048676,0.000515688720071239,38041877.0
IL17RB,3,53880577,53899827,0.0005153419042152052,53890202.0
PSMA2,7,42956462,42971805,0.0005152034482982515,42964133.5
MCMBP,10,121588972,121632394,0.0005151250093398119,121610683.0
CDCA3,12,6957972,6960456,0.0005149509707109701,6959214.0
ALDH16A1,19,49956473,49974305,0.0005148791642000106,49965389.0
CSDE1,1,115259537,115300671,0.0005147793579958204,115280104.0
LOC344967,4,40044537,40058819,0.0005144496137710064,40051678.0
RHEB,7,151163098,151217010,0.0005144424073968423,151190054.0
ZW10,11,113603909,113644425,0.0005144348594576797,113624167.0
DPH5,1,101455180,101491362,0.000514417161227243,101473271.0
