geneid,chrm_probe,s1,s2,log2FC,mean_expr
IMPA1,8,82569151,82598589,0.0005142657585466281,82583870.0
IL1R2,2,102608306,102644884,0.0005142029631777234,102626595.0
IWS1,2,128238383,128284087,0.0005140831080581165,128261235.0
NHP2L1,22,42069937,42084913,0.0005134772540600352,42077425.0
CEACAM3,19,42300534,42315591,0.0005134401734068206,42308062.5
LOC387723,10,131862162,131909081,0.0005132463118719954,131885621.5
MAP3K12,12,53874276,53893444,0.0005132070776312503,53883860.0
LOC284233,18,14337422,14342523,0.0005131939386906481,14339972.5
ZNF285,19,44889808,44905777,0.0005131298345624202,44897792.5
RC3H1,1,173900352,173962210,0.0005130890185682802,173931281.0
MCOLN3,1,85483765,85514169,0.0005130319290564955,85498967.0
TM6SF1,15,83776324,83806111,0.0005128646939951409,83791217.5
C10orf105,10,73471458,73497581,0.0005128634261133413,73484519.5
SAMD14,17,48190035,48207167,0.0005128001783276659,48198601.0
NGDN,14,23938898,23947402,0.000512408694941513,23943150.0
HOXA10,7,27210210,27219876,0.0005124037430128681,27215043.0
SLC25A38,3,39424815,39438819,0.0005123654599152871,39431817.0
LOC285401,3,63088364,63110737,0.0005115316309023399,63099550.5
EPRS,1,220141942,220220000,0.0005114605937954764,220180971.0
ZNF175,19,52074531,52092991,0.0005113330856083564,52083761.0
ANKRD45,1,173577475,173639001,0.0005112848130117698,173608238.0
CCDC65,12,49297893,49315359,0.0005110491911715087,49306626.0
CHFR,12,133416938,133464204,0.0005110171778603956,133440571.0
SHKBP1,19,41082757,41097305,0.0005107887887270124,41090031.0
ANKRD22,10,90579659,90611732,0.0005107478646024788,90595695.5
C10orf54,10,73507314,73533337,0.0005106513426724746,73520325.5
DTX1,12,113495662,113535833,0.0005105415227255605,113515747.5
RGS10,10,121259339,121302222,0.0005101145566328569,121280780.5
C7orf71,7,26677490,26686924,0.0005100921616971732,26682207.0
MIR658+ANKRD54,22,38226862,38240378,0.0005100083608517991,38233620.0
TTC1,5,159436180,159492550,0.0005099867910409728,159464365.0
TMED1,19,10943114,10946983,0.0005099828165526787,10945048.5
R3HCC1,8,23145612,23153792,0.0005097795663857596,23149702.0
AHCYL1,1,110527308,110566364,0.000509701585610145,110546836.0
DIRAS2,9,93372114,93405108,0.0005097011258072826,93388611.0
LOC100124692,7,141870970,141921088,0.000509563169675431,141896029.0
RASD2,22,35937352,35950045,0.0005094669886247516,35943698.5
LOC79015,20,43285092,43300380,0.0005094600975290575,43292736.0
ADRA1B,5,159343740,159400017,0.0005094408744774626,159371878.5
DYNC1I2,2,172543982,172604919,0.000509423659504904,172574450.5
ERLIN1,10,101909847,101945814,0.0005090799275357938,101927830.5
IPO4,14,24649425,24658124,0.0005090499948323668,24653774.5
ACOT8,20,44470360,44486048,0.0005088559674604198,44478204.0
DLAT,11,111895538,111935002,0.00050872876574104,111915270.0
DHX32,10,127524909,127569884,0.0005087144967923507,127547396.5
CELA1,12,51722227,51740463,0.0005085695438538096,51731345.0
ATP1B3,3,141595470,141645382,0.0005084562810004911,141620426.0
TDRD6,6,46655612,46672056,0.0005083953665163676,46663834.0
SNRPA,19,41256759,41271297,0.0005082853330051762,41264028.0
CEACAM7,19,42177235,42192096,0.0005082389646098306,42184665.5
HSPC072,20,18768615,18775228,0.0005082347002058896,18771921.5
POTEE,2,131975924,132022416,0.0005081378771265577,131999170.0
TRAPPC3,1,36602173,36615067,0.0005081346836171008,36608620.0
C17orf75,17,30658390,30669189,0.0005080801705688032,30663789.5
LOC100144602,4,66535679,66559104,0.0005078355501595411,66547391.5
TMEM154,4,153547266,153601317,0.0005077614826731747,153574291.5
TMPO,12,98909351,98944157,0.0005075921484660739,98926754.0
TSPAN3,15,77336360,77363570,0.0005075080765699624,77349965.0
HMGXB3,5,149380169,149432706,0.0005073065853444803,149406437.5
FAM104A,17,71203492,71228533,0.0005072809487032259,71216012.5
P4HTM,3,49027341,49044581,0.0005072208588678961,49035961.0
SLC26A3,7,107405912,107443678,0.0005071903648357079,107424795.0
GGA3,17,73232694,73258444,0.0005071896864947689,73245569.0
ODF2,9,131217434,131263571,0.0005071728621288685,131240502.5
ATP5O,21,35275757,35288158,0.0005070824338240243,35281957.5
MTSS1L,16,70695107,70719954,0.000506970661955819,70707530.5
CCDC97,19,41816094,41830788,0.0005068679222723915,41823441.0
ATG2A,11,64662004,64684722,0.0005067796732518559,64673363.0
HNF4G,8,76452203,76479061,0.0005067361935857662,76465632.0
ZSCAN1,19,58545434,58565999,0.0005066802199280573,58555716.5
C8orf38,8,96037221,96070938,0.0005064162702907993,96054079.5
FAF2,5,175875356,175937075,0.0005061884560610963,175906215.5
IL18R1,2,102979097,103015217,0.0005059377018064026,102997157.0
LMAN2L,2,97371667,97405813,0.0005058312168841894,97388740.0
CD68,17,7482805,7485429,0.0005058220388924894,7484117.0
GRTP1,13,113978505,114018463,0.0005056839925003942,113998484.0
C10orf137,10,127408084,127452712,0.0005052530279137102,127430398.0
USP20,9,132597696,132644107,0.0005048745632407758,132620901.5
FN1,2,216225179,216300791,0.0005044092868651262,216262985.0
TINAGL1,1,32042086,32053287,0.0005042369224774745,32047686.5
PSD2,5,139175406,139224048,0.0005041358478301561,139199727.0
GANAB,11,62392298,62414104,0.0005041313165605743,62403201.0
ZNF613,19,52430688,52449011,0.0005040918547862816,52439849.5
CSPG5,3,47603728,47620359,0.0005039368025663293,47612043.5
SYT3,19,51125234,51143092,0.0005038441285982742,51134163.0
MARCH7,2,160569010,160625084,0.0005037308191653267,160597047.0
LRRC25,19,18501954,18508415,0.000503710311569705,18505184.5
HAUS5,19,36103646,36116251,0.0005036055554477059,36109948.5
SUDS3,12,118814358,118855840,0.0005036043752539854,118835099.0
DNTT,10,98064085,98098321,0.0005035838255160741,98081203.0
EVI2B,17,29630788,29641130,0.0005034543259014868,29635959.0
JKAMP,14,59951161,59972081,0.0005033416301110094,59961621.0
C16orf57,16,58035277,58055527,0.0005033055739858128,58045402.0
EDEM3,1,184659625,184724041,0.0005031767928400654,184691833.0
KRBA2,17,8271973,8274858,0.0005030781703254661,8273415.5
STEAP3,2,119981384,120023227,0.0005030460744315235,120002305.5
KRT42P,17,39782579,39796451,0.0005029733412662551,39789515.0
PNKD,2,219135115,219211516,0.0005029049461633406,219173315.5
CALM2,2,47387221,47403740,0.0005028302037963783,47395480.5
PRB2,12,11544474,11548498,0.0005027853842705099,11546486.0
NAMPT,7,105888732,105925638,0.0005027430689921175,105907185.0
VTI1B,14,68117867,68141602,0.0005026053145584797,68129734.5
RASL10B,17,34058679,34070540,0.0005023338239240616,34064609.5
DDT,22,24313554,24322019,0.0005022008537771683,24317786.5
TBX18,6,85444157,85473899,0.0005020959966586247,85459028.0
BTN2A3,6,26421619,26430816,0.0005020947823091149,26426217.5
RAB11FIP2,10,119764427,119806114,0.0005020786614551298,119785270.5
FLJ44054,13,114586610,114626485,0.0005019561804147088,114606547.5
PPP1R9B,17,48211101,48227877,0.0005019267572130559,48219489.0
ZNF444,19,56652556,56672262,0.0005017391382082792,56662409.0
C9orf95,9,77676116,77703133,0.0005017052413585077,77689624.5
ZNF518A,10,97889472,97923517,0.0005016679732143814,97906494.5
RAB20,13,111175413,111214071,0.000501567825491378,111194742.0
DNMT3L,21,45666223,45682099,0.0005014701024990131,45674161.0
DISP1,1,223101783,223179335,0.0005014054232788112,223140559.0
GLTPD2,17,4692254,4693884,0.000501077746612566,4693069.0
ZC3H8,2,112973439,113012664,0.0005008247170508184,112993051.5
WDR36,5,110427870,110466200,0.0005006789088710661,110447035.0
CWF19L1,10,101992055,102027437,0.0005003976379676089,102009746.0
SPSB2,12,6980100,6982521,0.0005003020892289101,6981310.5
SLC13A4,7,135365987,135412933,0.0005002513605418812,135389460.0
OR7D2,19,9296270,9299493,0.0005000930226159994,9297881.5
IGLL5,22,23229960,23238013,0.0005000443114049347,23233986.5
STEAP4,7,87905744,87936209,0.0004999000933594289,87920976.5
ARL6,3,97483595,97517373,0.0004998062684364868,97500484.0
BBS1,11,66278119,66301084,0.0004997992248547689,66289601.5
PGM3,6,83874593,83903655,0.000499797842660854,83889124.0
ACE,17,61554422,61575741,0.0004995821435649361,61565081.5
LSM1,8,38020859,38034026,0.0004995330751889071,38027442.5
PCF11,11,82868137,82896835,0.0004995320989458207,82882486.0
TBCE,1,235530728,235612280,0.0004994435432656985,235571504.0
LOXL1,15,74218789,74244478,0.0004992668358312358,74231633.5
RALB,2,121010414,121052286,0.0004991147075159574,121031350.0
TMEM82,1,16068917,16074477,0.0004991000022087633,16071697.0
LIN9,1,226418861,226497198,0.0004990611385942145,226458029.5
RGL4,22,24033048,24041363,0.0004990600461276529,24037205.5
GBA2,9,35736863,35749225,0.0004989668975667882,35743044.0
SLC38A11,2,165754709,165812035,0.0004988674994450548,165783372.0
TSFM,12,58176528,58196639,0.0004986379679330355,58186583.5
BECN1,17,40962150,40976310,0.0004986318142599089,40969230.0
FAM168B,2,131805449,131851004,0.0004985424934247362,131828226.5
BTN1A1,6,26501495,26510652,0.0004984049456595585,26506073.5
MSL2,3,135867760,135914688,0.0004982131373978405,135891224.0
SLC9A5,16,67282855,67306094,0.0004982101448796072,67294474.5
PIK3IP1,22,31677579,31688520,0.0004982009733964787,31683049.5
KIF14,1,200520625,200589862,0.0004980566715495627,200555243.5
PDK2,17,48172101,48188733,0.0004980219175010347,48180417.0
ANKLE1,19,17392454,17398454,0.0004976110329479866,17395454.0
KIAA0776,6,96969702,97003151,0.0004975614438507137,96986426.5
SCAMP5,15,75287876,75313836,0.0004973696864070121,75300856.0
MEG3,14,101292445,101327360,0.0004972040848016945,101309902.5
RAP2A,13,98086475,98120252,0.0004967200781109682,98103363.5
C2orf88,2,191002486,191068210,0.0004963463060576601,191035348.0
CARD6,5,40841410,40855456,0.000496080088261408,40848433.0
CWC22,2,180809604,180871780,0.0004960222517276236,180840692.0
ZNF233,19,44764076,44779468,0.0004959813025067206,44771772.0
ZNF284,19,44576297,44591623,0.0004959349487663189,44583960.0
C21orf15,21,15215454,15220685,0.0004959063524658802,15218069.5
SERTAD2,2,64858755,64881046,0.0004957478696461237,64869900.5
FXYD6,11,117707693,117748145,0.0004957184359355438,117727919.0
CYP2S1,19,41699115,41713444,0.0004956658133146163,41706279.5
CRISP3,6,49695092,49712168,0.0004956471039427868,49703630.0
FAM111B,11,58874658,58894888,0.0004956412155756595,58884773.0
TCEB1,8,74858634,74884346,0.0004954432556409927,74871490.0
BNC1,15,83924655,83953468,0.0004952208350132992,83939061.5
CECR4,22,17640279,17646335,0.0004951997240745243,17643307.0
EHHADH,3,184908412,184971886,0.0004951527611716244,184940149.0
TNFSF13B,13,108921977,108959365,0.0004951271341369079,108940671.0
KPNA7,7,98771197,98805089,0.0004949563664773393,98788143.0
CAPS,19,5914193,5916222,0.0004948647654039462,5915207.5
COPA,1,160258377,160313354,0.0004948349331890256,160285865.5
SKIV2L,6,31926581,31937532,0.0004947677908830883,31932056.5
CIB2,15,78396991,78423878,0.0004947012689946462,78410434.5
SOAT1,1,179263017,179324453,0.000494347518085192,179293735.0
C15orf55,15,34638066,34649931,0.0004940993267084082,34643998.5
PODXL2,3,127348039,127391652,0.0004939965082968456,127369845.5
MEIS3,19,47906381,47922785,0.0004939199656170956,47914583.0
TNIP1,5,150409506,150460997,0.0004938058722352423,150435251.5
FAM115A,7,143550049,143599172,0.0004936075288277664,143574610.5
TSGA14,7,130036375,130080854,0.0004933901003205676,130058614.5
TPR,1,186280786,186344457,0.0004930306686148356,186312621.5
LOC404266,17,46667823,46683774,0.000493026987598455,46675798.5
DHRS7,14,60611500,60632211,0.000492885883204508,60621855.5
YWHAZ,8,101930804,101965623,0.0004927325050587683,101948213.5
PLEKHB2,2,131862420,131907425,0.000492311700398318,131884922.5
DSCR6,21,38378863,38391958,0.000492168535011217,38385410.5
SLC25A31,4,128651555,128695447,0.0004921197477685268,128673501.0
PPP1R3G,6,5085720,5087455,0.0004920932605827488,5086587.5
NFKBID,19,36379143,36391552,0.0004920223022146786,36385347.5
ALS2CR12,2,202153147,202222101,0.0004920162389439042,202187624.0
VSIG10,12,118501398,118541810,0.0004919119392390314,118521604.0
RFPL3S,22,32755893,32767063,0.0004918857223401574,32761478.0
CEP55,10,95256369,95288849,0.00049183847678691,95272609.0
CEACAM8,19,43084395,43099082,0.0004917151759613603,43091738.5
OR3A2,17,3181184,3182268,0.0004915196808070732,3181726.0
SVIP,11,22843598,22851382,0.0004915173533461825,22847490.0
CCKAR,4,26483018,26492042,0.00049150976641954,26487530.0
TMEM45B,11,129685741,129729898,0.0004911429803549083,129707819.5
KIF3A,5,132028323,132073265,0.0004910050041999625,132050794.0
ADAM29,4,175839509,175899331,0.0004907328578092063,175869420.0
SENP5,3,196594727,196661584,0.0004905414615841153,196628155.5
DNAJC25-GNG10+DNAJC25+GNG10,9,114393632,114432526,0.0004904350224705922,114413079.0
ZNF664,12,124457670,124499969,0.0004902404913273983,124478819.5
C1orf112,1,169764550,169822229,0.0004900850841025317,169793389.5
NDUFA12,12,95365110,95397511,0.0004900830333980366,95381310.5
EIF4EBP2,10,72163861,72188374,0.0004899790209300647,72176117.5
POLR2J3,7,102178366,102213068,0.0004898874901009265,102195717.0
HLA-DPB1,6,33043760,33054976,0.0004896089766148748,33049368.0
UPK3BL+POLR2J2,7,102277472,102312182,0.0004895256810968363,102294827.0
PTGER4,5,40680032,40693837,0.0004895036941441333,40686934.5
UFM1,13,38923942,38937143,0.0004892050227169875,38930542.5
MCM4,8,48873494,48890068,0.0004891644056037592,48881781.0
DNAJC10,2,183580999,183643255,0.0004891638929542808,183612127.0
PPP6C,9,127908852,127952218,0.0004890459752502352,127930535.0
C2orf27A,2,132480064,132524977,0.0004890153203014336,132502520.5
SP3,2,174771187,174830430,0.0004889541608541492,174800808.5
HBE1,11,5289580,5291373,0.0004889449455305339,5290476.5
GALNT5,2,158114340,158167913,0.0004887375181041875,158141126.5
MATN4,20,43922087,43936967,0.0004886759177935573,43929527.0
AP1AR,4,113152895,113191211,0.0004884448214994563,113172053.0
TSC22D2,3,150126788,150177615,0.0004883568827018792,150152201.5
LOC151658,3,107560509,107596915,0.0004882262921306335,107578712.0
HLA-DRB1,6,32546547,32557562,0.0004881807241652325,32552054.5
RINT1,7,105172532,105208124,0.0004881475595084339,105190328.0
GOLPH3L,1,150618701,150669672,0.0004881410351842419,150644186.5
E2F1,20,32263292,32274210,0.00048812995949276683,32268751.0
TRUB1,10,116697952,116737439,0.0004880810822278647,116717695.5
CDC25C,5,137620959,137667516,0.000487979405392025,137644237.5
TMX1,14,51706886,51724372,0.00048780157420935666,51715629.0
CYP2C8,10,96796529,96829254,0.00048766434349190035,96812891.5
ETV5,3,185764106,185826901,0.00048760079636522846,185795503.5
INHBA,7,41728601,41742706,0.00048757384996633846,41735653.5
MST1R,3,49924436,49941306,0.0004874197016206949,49932871.0
ATP13A3,3,194123403,194188968,0.0004871866457634155,194156185.5
LIMS2,2,128395996,128439360,0.0004871683465594856,128417678.0
ZNF814,19,58380747,58400442,0.0004866173885780256,58390594.5
PIP5K1A,1,151171021,151222007,0.0004865009623529204,151196514.0
EZR,6,159186773,159240456,0.00048644205692127684,159213614.5
DHX37,12,125431370,125473667,0.0004864124926768909,125452518.5
SPNS1,16,28986096,28995869,0.0004863394430252299,28990982.5
METT11D1,14,21457965,21465194,0.0004859494178077739,21461579.5
DSTYK,1,205111631,205180727,0.0004859191503712168,205146179.0
LRRC59,17,48458594,48474914,0.00048579244246127473,48466754.0
PHOSPHO2+KLHL23,2,170550964,170608396,0.0004857369991846383,170579680.0
GRSF1,4,71681499,71705627,0.0004855295835923812,71693563.0
CXCL17,19,42932695,42947136,0.00048518863053104155,42939915.5
HABP2,10,115310590,115349360,0.0004849848166266213,115329975.0
LRRC37A4,17,43583249,43597889,0.00048453267753245655,43590569.0
TRAF3IP1,2,239229185,239309541,0.0004845133612469965,239269363.0
TCFL5,20,61472467,61493115,0.0004845057700748612,61482791.0
LOC284023,17,7816640,7819265,0.0004844073986767228,7817952.5
YTHDF1,20,61826782,61847538,0.0004842489219356594,61837160.0
NRBF2,10,64893007,64914786,0.00048410737722548447,64903896.5
CIAPIN1,16,57462087,57481369,0.0004840300878967696,57471728.0
DCTN4,5,150088309,150138657,0.0004838793202601721,150113483.0
RUVBL1,3,127799800,127842671,0.0004838771816899623,127821235.5
CCNB2,15,59397320,59417244,0.00048385071345435904,59407282.0
KIAA1539,9,35104118,35115893,0.0004838430965747875,35110005.5
RRM2B,8,103216729,103251346,0.00048377236252861167,103234037.5
CISD1,10,60028895,60049019,0.000483565941877373,60038957.0
GOT1,10,101156627,101190530,0.00048344331267458074,101173578.5
UBE4A,11,118230302,118269926,0.0004834274269853722,118250114.0
ITIH4,3,52847006,52864717,0.0004834198308323323,52855861.5
MUC4,3,195473638,195539148,0.000483416174169804,195506393.0
KIAA1609,16,84509966,84538288,0.0004834123734518414,84524127.0
ALG10B,12,38710557,38723528,0.0004833322965467346,38717042.5
C11orf85,11,64705929,64727609,0.0004833002138227016,64716769.0
GTF2E1,3,120461558,120501916,0.00048326234308149196,120481737.0
TRAPPC6A,19,45666186,45681485,0.00048324803275434647,45673835.5
TSTD2,9,100362362,100395962,0.0004829145051381545,100379162.0
PRKAG1,12,49396055,49412592,0.00048291011678358586,49404323.5
CYP2F1,19,41620353,41634281,0.00048270841558561983,41627317.0
LOC157627,8,9757574,9760839,0.00048266207603830935,9759206.5
IER2,19,13261282,13265718,0.00048251176375302407,13263500.0
NDST1,5,149887674,149937773,0.00048213105169736536,149912723.5
MAPK1IP1L,14,55518362,55536912,0.00048195807027440196,55527637.0
HMGCR,5,74632993,74657926,0.00048188751932087825,74645459.5
ZNF484,9,95608351,95640290,0.00048186733894439726,95624320.5
REC8,14,24641234,24649463,0.0004817110669002034,24645348.5
LRRN2,1,204586303,204654597,0.0004815130430770864,204620450.0
C20orf111,20,42825136,42839431,0.0004814902133212229,42832283.5
HTR7P1,12,13153376,13157764,0.000481206471246054,13155570.0
GLRX3,10,131934639,131978646,0.00048113289008355764,131956642.5
PLEKHF1,19,30156327,30166383,0.0004810042846052909,30161355.0
FAM55A,11,114392437,114430580,0.0004809718680824915,114411508.5
SERBP1,1,67873493,67896123,0.0004809351246422011,67884808.0
CC2D2B,10,97759848,97792441,0.00048091239087710846,97776144.5
SEC11C,18,56807125,56826063,0.000480876387211282,56816594.0
GIN1,5,102421704,102455842,0.00048078204998347474,102438773.0
CALCB,11,15095146,15100177,0.00048074983911305935,15097661.5
SGCB,4,52886861,52904485,0.00048068312043625383,52895673.0
MRPL37,1,54665840,54684056,0.00048066131909862975,54674948.0
FAM96A,15,64364761,64386207,0.00048061833061296966,64375484.0
DEPDC1,1,68939835,68962799,0.00048048464026706483,68951317.0
VDAC3,8,42249346,42263415,0.0004803363657082116,42256380.5
CXCL12,10,44865605,44880545,0.0004803295434889776,44873075.0
