geneid	chrm_probe	s1	s2
KIAA0556	16	27561468	27791692
KIAA0562	1	3728645	3773797
KIAA0564	13	42140961	42535221
KIAA0586	14	58894710	59015549
KIAA0649	9	138371648	138380739
KIAA0664	17	2592680	2614927
KIAA0664L3	16	31711934	31718745
KIAA0748	12	55343865	55378456
KIAA0753	17	6481645	6544247
KIAA0754	1	39875176	39882154
KIAA0776	6	96969702	97003151
KIAA0802	18	8717369	8832775
KIAA0895	7	36363759	36429734
KIAA0895L	16	67209505	67217883
KIAA0907	1	155882836	155904188
KIAA0913	10	75545605	75561551
KIAA0922	4	154387498	154557862
KIAA0947	5	5422807	5490338
KIAA1009	6	84833960	84937335
KIAA1024	15	79724858	79764642
KIAA1033	12	105501492	105562906
KIAA1045	9	34958192	34982541
KIAA1107	1	92632609	92650280
KIAA1109	4	123091758	123283914
KIAA1143	3	44790236	44803173
KIAA1147	7	141356528	141401953
KIAA1161	9	34368907	34376894
KIAA1191	5	175773066	175788809
KIAA1199	15	81071712	81243999
KIAA1211	4	57036361	57196890
KIAA1217	10	23983675	24836772
KIAA1239	4	37246690	37451087
KIAA1244	6	138483053	138665800
KIAA1257	3	128689782	128712986
KIAA1267	17	44107282	44302740
KIAA1274	10	72238564	72328206
KIAA1279	10	70748477	70776739
KIAA1310	2	97258907	97304115
KIAA1324	1	109656585	109749403
KIAA1324L	7	86506223	86689014
KIAA1328	18	34409080	34805288
KIAA1370	15	52873518	52970820
KIAA1377	11	101785746	101871793
KIAA1383	1	232940638	232946092
KIAA1407	3	113682984	113775460
KIAA1409	14	93799565	94173689
KIAA1429	8	95500600	95565688
KIAA1430	4	186080819	186125182
KIAA1432	9	5629327	5776556
KIAA1462	10	30301729	30348488
KIAA1467	12	13197315	13236383
KIAA1468	18	59854524	59974355
KIAA1486	2	226265602	226518734
KIAA1522	1	33207512	33240571
KIAA1524	3	108268718	108308491
KIAA1530	4	1341104	1381837
KIAA1539	9	35104118	35115893
KIAA1543	19	7660788	7683196
KIAA1549	7	138516127	138666064
KIAA1586	6	56911384	56920023
KIAA1598	10	118644306	118765088
KIAA1609	16	84509966	84538288
KIAA1614	1	180882313	180915239
KIAA1632	18	43427574	43547305
KIAA1644	22	44639557	44708731
KIAA1671	22	25423941	25593415
KIAA1683	19	18367906	18385319
KIAA1704	13	45563687	45602404
KIAA1712	4	175204828	175254531
KIAA1715	2	176790410	176867018
KIAA1731	11	93394816	93463522
KIAA1737	14	77564578	77583630
KIAA1751	1	1884752	1935276
KIAA1755	20	36838907	36889174
KIAA1797	9	20658309	20995954
KIAA1804	1	233463514	233520894
KIAA1826	11	105878629	105892954
KIAA1841	2	61293006	61365169
KIAA1875	8	145162629	145173218
KIAA1908	7	1609709	1629261
KIAA1919	6	111580482	111590261
KIAA1949	6	30644166	30655672
KIAA1958	9	115249248	115422706
KIAA1967	8	22462145	22477983
KIAA1984	9	139690790	139702193
KIAA2013	1	11980123	11986480
KIAA2018	3	113367233	113415493
KIAA2026	9	5919008	6008003
KIDINS220	2	8868987	8977755
KIF11	10	94352825	94415152
KIF12	9	116853918	116861337
KIF13A	6	17760585	17987799
KIF13B	8	28924795	29120610
KIF14	1	200520625	200589862
KIF15	3	44803209	44894748
KIF16B	20	16252749	16554079
KIF17	1	20990507	21044317
KIF18A	11	28042163	28129746
KIF18B	17	43003448	43025082
KIF19	17	72322351	72351959
KIF1A	2	241653184	241759624
KIF1B	1	10270764	10441661
KIF1C	17	4901243	4931694
KIF20A	5	137514417	137523404
KIF20B	10	91461367	91534700
KIF21A	12	39687030	39837192
KIF21B	1	200938520	200992828
KIF22	16	29802058	29816706
KIF23	15	69706688	69740764
KIF24	9	34252378	34329198
KIF25	6	168418553	168445769
KIF26A	14	104605060	104647235
KIF26B	1	245318287	245866428
KIF27	9	86451615	86536342
KIF2A	5	61601989	61682210
KIF2C	1	45205490	45233438
KIF3A	5	132028323	132073265
KIF3B	20	30865454	30922811
KIF3C	2	26149455	26205443
KIF4B	5	154393260	154397685
KIF5A	12	57943847	57978554
KIF5B	10	32297938	32345371
KIF5C	2	149632819	149883273
KIF6	6	39302876	39693181
KIF7	15	90171201	90198682
KIF9	3	47269516	47324337
KIFAP3	1	169890470	170043879
KIFC1	6	33359313	33377699
KIFC2	8	145691738	145699499
KIFC3	16	57792129	57836439
KILLIN	10	89618918	89623194
KIN	10	7797367	7829944
KIR2DL4	19	55315067	55325972
KIR3DL2	19	55361898	55378662
KIR3DX1	19	55043909	55055195
KIRREL	1	157963063	158065844
KIRREL2	19	36347810	36358048
KIRREL3	11	126293396	126870766
KISS1	1	204159469	204165619
KISS1R	19	917342	921015
KIT	4	55524095	55606881
KITLG	12	88886570	88974250
KL	13	33590571	33640282
KLB	4	39408473	39453153
KLC1	14	104095525	104167888
KLC2	11	66024765	66035332
KLC3	19	45843998	45854778
KLC4	6	43027372	43042833
KLF1	19	12995237	12998017
KLF10	8	103661005	103667983
KLF11	2	10183682	10194963
KLF12	13	74260149	74708066
KLF13	15	31619083	31670102
KLF14	7	130417396	130418888
KLF15	3	126061478	126076236
KLF16	19	1852398	1863564
KLF17	1	44584522	44600809
KLF2	19	16435651	16438339
KLF3	4	38665790	38703129
KLF4	9	110247133	110252047
KLF5	13	73633142	73651676
KLF6	10	3818188	3827473
KLF7	2	207945529	208030614
KLF9	9	72999513	73029573
KLHDC1	14	50159823	50219870
KLHDC10	7	129710349	129775560
KLHDC2	14	50234787	50249856
KLHDC3	6	42981977	42989031
KLHDC4	16	87741418	87799598
KLHDC5	12	27933187	27955973
KLHDC7A	1	18807424	18812480
KLHDC7B	22	50986462	50989452
KLHDC8A	1	205305648	205326039
KLHDC8B	3	49209018	49213919
KLHDC9	1	161068151	161070138
KLHL1	13	70274725	70682625
KLHL10	17	39994043	40004599
KLHL11	17	40009799	40021629
KLHL12	1	202860230	202896371
KLHL14	18	30252634	30352974
KLHL17	1	895967	901099
KLHL18	3	47324330	47388306
KLHL2	4	166128770	166244308
KLHL20	1	173684080	173755840
KLHL21	1	6650784	6662929
KLHL22	22	20795806	20850170
KLHL24	3	183353411	183402304
KLHL25	15	86302559	86338189
KLHL26	19	18747838	18781302
KLHL28	14	45393527	45431179
KLHL29	2	23608298	23931483
KLHL3	5	136953189	137071779
KLHL30	2	239047363	239061547
KLHL31	6	53512699	53530506
KLHL32	6	97372496	97588630
KLHL33	14	20896970	20903801
KLHL35	11	75133438	75141674
KLHL36	16	84682131	84695916
KLHL38	8	124657915	124665190
KLHL5	4	39046451	39127853
KLHL6	3	183205319	183273499
KLHL7	7	23145353	23215038
KLHL8	4	88082214	88141674
KLHL9	9	21331018	21335429
KLK1	19	51322404	51327043
KLK10	19	51516000	51523431
KLK11	19	51525487	51531290
KLK12	19	51532348	51538148
KLK13	19	51559463	51568367
KLK14	19	51581154	51587502
KLK15	19	51328545	51334779
KLK2	19	51376689	51383823
KLK4	19	51409608	51413994
KLK5	19	51446559	51456344
KLK6	19	51461887	51472929
KLK7	19	51479729	51487150
KLK8	19	51499264	51504958
KLK9	19	51505769	51512890
KLKB1	4	187148672	187179625
KLKP1	19	51385352	51399654
KLRAP1	12	10741077	10752434
KLRAQ1	2	48667908	48742531
KLRB1	12	9747870	9760497
KLRC1	12	10598638	10607215
KLRC2	12	10583206	10588592
KLRC3	12	10564914	10573194
KLRD1	12	10457050	10469850
KLRF1	12	9980077	9997603
KLRG1	12	9142221	9163340
KLRG2	7	139138088	139168457
KLRK1+KLRC4	12	10524952	10562745
KMO	1	241695680	241758944
KNDC1	10	134973971	135039916
KNG1	3	186435098	186462199
KNTC1	12	123011809	123110947
KPNA1	3	122140748	122233786
KPNA2	17	66031848	66042970
KPNA3	13	50273443	50367057
KPNA4	3	160217962	160283376
KPNA5	6	117002367	117063030
KPNA6	1	32573644	32642168
KPNA7	7	98771197	98805089
KPNB1	17	45727275	45761004
KPRP	1	152730506	152734529
KPTN	19	47978400	47987521
KRAS	12	25358180	25403854
KRBA1	7	149412148	149431664
KRBA2	17	8271973	8274858
KRCC1	2	88326724	88355248
KREMEN1	22	29469066	29564321
KREMEN2	16	3014217	3018381
KRI1	19	10663761	10676702
KRIT1	7	91828283	91875414
KRR1	12	75891419	75905418
KRT1	12	53068520	53074191
KRT10	17	38974369	38978863
KRT12	17	39017430	39023462
KRT13	17	39657233	39661865
KRT14	17	39738531	39743147
KRT15	17	39669997	39675270
KRT16	17	39766031	39769079
KRT16P2	17	16733797	16736147
KRT16P3	17	20404827	20407811
KRT17	17	39775692	39780882
KRT18	12	53342655	53346685
KRT19	17	39679869	39684641
KRT2	12	53038342	53045959
KRT20	17	39032141	39041495
KRT222	17	38811872	38821416
KRT23	17	39078952	39093836
KRT24	17	38854243	38860002
KRT25	17	38904273	38911584
KRT27	17	38933060	38938786
KRT3	12	53183469	53189892
KRT32	17	39615765	39623638
KRT33A	17	39502371	39507056
KRT34	17	39533921	39538636
KRT39	17	39114669	39123144
KRT4	12	53200333	53208335
KRT40	17	39133968	39143387
KRT42P	17	39782579	39796451
KRT5	12	52908359	52914243
KRT6A	12	52880958	52887181
KRT6B	12	52840435	52845910
KRT6C	12	52862300	52867569
KRT7	12	52626954	52642709
KRT71	12	52937693	52946931
KRT72	12	52979373	52995322
KRT75	12	52817854	52828110
KRT77	12	53083411	53097247
KRT78	12	53232746	53242778
KRT79	12	53215231	53228077
KRT8	12	53290971	53298868
KRT80	12	52562780	52585784
KRT81	12	52679697	52685299
KRT83	12	52708085	52715182
KRT85	12	52753790	52761309
KRT86	12	52695649	52702947
KRT9	17	39722094	39728310
KRTAP1-1	17	39196811	39197713
KRTAP1-5	17	39182279	39183454
KRTAP12-1	21	46101491	46102078
KRTAP16-1	17	39463952	39465505
KRTAP19-8	21	32410478	32410795
KRTAP21-2	21	32119269	32119520
KRTAP3-1	17	39164774	39165366
KRTAP3-2	17	39155445	39156138
KRTAP3-3	17	39149682	39150385
KRTAP4-1	17	39340352	39341147
KRTAP4-12	17	39279345	39280419
KRTAP4-4	17	39315906	39316983
KRTAP5-1	11	1605572	1606513
KRTAP5-10	11	71276609	71277666
KRTAP5-3	11	1628795	1629693
KRTAP5-4	11	1642188	1643368
KRTAP5-5	11	1651033	1652159
KRTAP5-8	11	71249071	71250253
KRTAP5-9	11	71259466	71260653
KRTAP9-1	17	39346139	39346891
KRTCAP2	1	155141884	155145804
KRTCAP3	2	27665233	27669348
KRTDAP	19	35978228	35981356
KSR1	17	25799036	25950718
KSR2	12	117890817	118406028
KTI12	1	52497777	52499472
KTN1	14	56046925	56151302
KY	3	134318765	134369864
KYNU	2	143635195	143799885
L1TD1	1	62660474	62678001
L2HGDH	14	50709152	50778947
L3MBTL1	20	42136320	42170534
L3MBTL2	22	41601313	41627275
L3MBTL3	6	130339728	130462594
L3MBTL4	18	5954705	6414910
LACE1	6	108616098	108844251
LACTB	15	63413999	63434260
LACTB2	8	71549501	71581447
LAD1	1	201349966	201368669
LAG3	12	6881670	6887621
LAIR1	19	54865235	54876721
LAIR2	19	55014013	55021897
LAMA1	18	6941886	7117813
LAMA2	6	129204286	129837710
LAMA3	18	21269562	21535029
LAMA4	6	112429134	112575828
LAMA5	20	60884121	60942368
LAMB1	7	107564246	107643804
LAMB2	3	49158547	49170599
LAMB2P1	3	49190292	49191834
LAMB3+MIR4260	1	209788218	209825820
LAMB4	7	107663996	107770801
LAMC1	1	182992595	183114727
LAMC2	1	183155174	183214262
LAMC3	9	133884504	133968446
LAMP1	13	113951469	113977741
LAMP3	3	182840003	182880667
LANCL1	2	211295973	211341499
LANCL2	7	55433141	55501435
LAP3	4	17578927	17609590
LAPTM4A	2	20232411	20251789
LAPTM4B	8	98787809	98864830
LAPTM5	1	31205315	31230683
LARGE	22	33669062	34316416
LARP1	5	154092462	154197163
LARP1B	4	128982503	129132289
LARP4	12	50794592	50873788
LARP4B	10	855484	931702
LARP6	15	71123889	71146498
LARP7	4	113558120	113578742
LARS	5	145492589	145562294
LARS2	3	45430075	45590328
LASP1	17	37026112	37078023
LASS1+GDF1	19	18979361	19006953
LASS2	1	150937649	150947440
LASS3	15	100940600	101084925
LASS4	19	8274217	8327304
LASS5	12	50523581	50561097
LASS6	2	169312835	169631152
LAT	16	28996147	29002104
LAT2	7	73624087	73644164
LATS1	6	149982051	150039392
LATS2	13	21547176	21635722
LAX1	1	203734284	203745480
LAYN	11	111411233	111431788
LBH	2	30454397	30482899
LBP	20	36974885	37005653
LBR	1	225589204	225616519
LBX2	2	74724644	74730443
LCA5	6	80194708	80247147
LCA5L	21	40777770	40816128
LCE3D	1	152551860	152552980
LCE3E	1	152538130	152539248
LCE5A	1	152483320	152484653
LCK	1	32716840	32751766
LCLAT1	2	30670123	30867091
LCMT1	16	25123047	25189551
LCMT2	15	43619974	43622820
LCN1	9	138413286	138418378
LCN10	9	139632619	139637411
LCN12	9	139846768	139849949
LCN2	9	130911732	130915734
LCN6	9	139638469	139642980
LCOR	10	98592017	98724198
LCORL	4	17844839	18023483
LCP1	13	46700058	46756459
LCP2	5	169675088	169724822
LCT	2	136545415	136594750
LCTL	15	66840537	66857835
LDB1	10	103867325	103880210
LDB2	4	16503165	16900424
LDB3	10	88428206	88495824
LDHA	11	18415936	18429765
LDHAL6A	11	18477374	18501147
LDHAL6B	15	59499042	59500709
LDHB	12	21788275	21810789
LDHC	11	18433853	18472793
LDHD	16	75145758	75150670
LDLR	19	11200038	11244505
LDLRAD1	1	54474506	54483803
LDLRAD2	1	22138758	22151714
LDLRAD3	11	35965612	36252841
LDLRAP1	1	25870076	25895377
LDOC1L	22	44888450	44894005
LEAP2	5	132209358	132210582
LECT1	13	53277400	53313947
LECT2	5	135282600	135290723
LEF1	4	108968701	109090112
LEFTY1	1	226073982	226076836
LEFTY2	1	226124298	226129083
LEKR1	3	156544096	156763918
LEMD1	1	205350506	205391214
LEMD2	6	33738990	33756906
LEMD3	12	65563351	65642141
LENEP	1	154966062	154966791
LENG1	19	54659379	54663446
LENG8	19	54960065	54973196
LENG9	19	54972979	54974894
LEO1	15	52230222	52263958
LEP	7	127881331	127897682
LEPRE1	1	43212006	43232755
LEPREL1	3	189674517	189840226
LEPREL2	12	6937572	6949018
LEPREL4	17	39958205	39968451
LEPROT+LEPR	1	65886131	66103176
LEPROTL1	8	29952922	29995222
LETM1	4	1813206	1857974
LETM2	8	38243959	38266062
LETMD1	12	51442084	51454207
LFNG	7	2552163	2568810
LGALS1	22	38071613	38075809
LGALS12	11	63273524	63284246
LGALS17A	19	40170014	40177013
LGALS2	22	37966253	37976024
LGALS3	14	55595935	55612148
LGALS3BP	17	76967335	76976061
LGALS4	19	39292311	39303740
LGALS7	19	39261608	39264157
LGALS7B	19	39279850	39282394
LGALS8	1	236681565	236712996
LGALS9	17	25958174	25976586
LGALS9B	17	20353176	20370848
LGALS9C	17	18380099	18398259
LGI1	10	95517566	95557916
LGI2	4	25000471	25032414
LGI3	8	22004343	22014344
LGI4	19	35615417	35626178
LGMN	14	93170152	93215047
LGR4	11	27387508	27494334
LGR5	12	71833813	71978621
LGR6	1	202163118	202288889
LGSN	6	63985856	64029882
LGTN	1	206764974	206785904
LHB	19	49519237	49520347
LHFP	13	39917029	40177356
LHFPL2	5	77781038	77944648
LHFPL3	7	103969104	104549003
LHFPL4	3	9540045	9595486
LHFPL5	6	35773071	35791852
LHPP	10	126150341	126302710
LHX1	17	35294772	35301915
LHX2	9	126773889	126795442
LHX3	9	139088096	139096955
LHX4	1	180199433	180244188
LHX6	9	124964858	124991019
LHX9	1	197881635	197899273
LIAS	4	39460665	39479271
LIF	22	30636442	30642796
LIFR	5	38475065	38595507
LIG1	19	48618703	48673560
LIG3	17	33307517	33332088
LIG4	13	108859792	108870716
LILRA1	19	55105113	55112540
LILRA2	19	55085257	55099027
LILRA3	19	54799855	54804265
LILRA4	19	54844692	54850421
LILRA5	19	54818353	54824409
LILRA6	19	54740469	54746724
LILRB1	19	55128629	55149004
LILRB2	19	54777675	54785033
LILRB3	19	54720147	54726959
LILRB4	19	55174124	55179846
LILRB5	19	54754270	54761167
LIMA1	12	50569563	50677353
LIMCH1	4	41362804	41702061
LIMD1	3	45636323	45722755
LIMD2	17	61773249	61777519
LIME1	20	62367978	62370460
LIMK1	7	73498156	73536854
LIMK2	22	31608250	31676066
LIMS1	2	109150857	109303702
LIMS2	2	128395996	128439360
LIN28A	1	26737269	26756219
LIN28B	6	105404923	105531206
LIN37	19	36239512	36245420
LIN52	14	74551656	74667117
LIN54	4	83845756	83934040
LIN7A	12	81191171	81331694
LIN7B	19	49617618	49621717
LIN7C	11	27515965	27528326
LIN9	1	226418861	226497198
LINGO1	15	77905369	77924709
LINGO2	9	27948528	28719303
LINGO3	19	2289774	2308156
LINGO4	1	151772765	151777882
LINS	15	101109429	101142445
LIPA	10	90973326	91011660
LIPC	15	58724175	58861073
LIPE	19	42905666	42931578
LIPF	10	90424146	90438572
LIPG	18	47088427	47119278
LIPH	3	185225570	185270369
LIPI	21	15481135	15579254
LIPJ	10	90346519	90366733
LIPK	10	90484301	90512513
LIPN	10	90521163	90537999
LIPT1	2	99771418	99779613
LIPT2	11	74202923	74204755
LITAF	16	11641578	11681322
LIX1	5	96427574	96478520
LIX1L	1	145477085	145499091
LLGL1	17	18128936	18148188
LLGL2	17	73521783	73571290
LLPH	12	66516849	66524533
LMAN1	18	56995056	57026508
LMAN2	5	176758563	176778885
LMAN2L	2	97371667	97405813
LMBR1	7	156473570	156685902
LMBR1L	12	49490923	49504680
LMBRD1	6	70385641	70507049
LMBRD2	5	36103414	36152015
LMCD1	3	8543511	8609806
LMF1	16	903635	1031318
LMF2	22	50941376	50946135
LMLN	3	197687071	197770591
LMNA	1	156084461	156109878
LMNB1	5	126112315	126172712
LMNB2	19	2428164	2456958
LMO1	11	8245857	8285406
LMO2	11	33880123	33913836
LMO3	12	16701307	16761024
LMO4	1	87794151	87814607
LMO7	13	76194570	76434006
LMOD1	1	201865584	201915716
LMOD2	7	123295861	123304147
LMOD3	3	69156039	69171746
LMTK2	7	97736197	97838944
LMTK3	19	48988528	49016446
LMX1A	1	165171104	165325952
LMX1B	9	129376722	129463311
LNP1	3	100120037	100175170
LNPEP	5	96271346	96365115
LNX1	4	54326437	54457724
LNX2	13	28120050	28194720
LOC100009676	3	101395274	101398057
LOC100101266	19	24344995	24346249
LOC100124692	7	141870970	141921088
LOC100125556	3	125635444	125648867
LOC100126784	11	19732480	19736146
LOC100127888	20	61294379	61297973
LOC100127983	8	91970706	91997485
LOC100128003+C1orf86	1	2115899	2139172
LOC100128023	3	193710883	193712027
LOC100128054	10	96039047	96046827
LOC100128071	1	32826871	32827844
LOC100128076	9	94895116	94900911
LOC100128081	7	28220076	28280996
LOC100128098	10	17428935	17450285
LOC100128164	3	169661772	169684522
LOC100128191	12	98906751	98910004
LOC100128239	11	133902167	133911236
LOC100128252	19	56989243	57006805
LOC100128288	17	8261731	8263859
LOC100128292	10	79686570	79689583
LOC100128338	8	144816310	144828507
LOC100128361	9	95380332	95382817
LOC100128398	19	58514262	58518574
LOC100128505	9	119266562	119324572
LOC100128542	7	150446824	150487837
LOC100128554	12	126927027	126957331
LOC100128573	19	7537723	7538247
LOC100128640	3	38492518	38496311
LOC100128675	19	35549963	35597208
LOC100128788	16	2787077	2802601
LOC100128811	10	25447001	25465205
LOC100128822	7	152161209	152162630
LOC100128881	16	89778264	89784573
LOC100128977	17	43920722	43972879
LOC100129034	9	127115752	127121463
LOC100129046	1	94057525	94065587
LOC100129055	10	38464599	38503273
LOC100129066	9	92254698	92334674
LOC100129138	1	104615645	104619693
LOC100129148	7	139102209	139112272
LOC100129196	1	31191619	31199593
LOC100129250	9	32551142	32553015
LOC100129269	1	112141629	112150940
LOC100129316	9	93825576	93837414
LOC100129361	12	11323780	11325723
LOC100129387	15	50646371	50650503
LOC100129427	7	50599457	50611161
LOC100129480	3	12581280	12586963
LOC100129518	6	160181291	160183364
LOC100129534	1	2281853	2284100
LOC100129550	3	122605360	122611263
LOC100129620	1	99469832	99614408
LOC100129637	16	87731749	87739290
LOC100129716	5	90676164	90716532
LOC100129726	2	43454350	43455994
LOC100129794	14	37641231	37642998
LOC100129827	11	10562787	10621479
LOC100129858	4	141204880	141294546
LOC100129917	4	773937	775636
LOC100129931	4	7032281	7047958
LOC100129961	2	135624203	135676176
LOC100130000	1	143687130	143714180
LOC100130015	16	90106169	90114191
LOC100130093	1	227916240	227922055
LOC100130148	17	43973149	43976164
LOC100130238	12	132851977	132857486
LOC100130264	20	19222946	19265240
LOC100130275	6	10412551	10416402
LOC100130298	8	61878680	61880307
LOC100130301	8	74153564	74171737
LOC100130331	1	238025475	238091619
LOC100130386	13	114451484	114454062
LOC100130452	2	197565359	197577736
LOC100130522	18	77905807	77936315
LOC100130557	1	41154752	41157933
LOC100130581	17	41447213	41466266
LOC100130633	1	35447127	35450948
LOC100130691	2	178148236	178257419
LOC100130700	16	34739459	34740840
LOC100130705	7	128506464	128512101
LOC100130776	12	58120023	58122139
LOC100130827	19	56052023	56056909
LOC100130855	15	63879909	63893026
LOC100130890	6	99968870	99981059
LOC100130894	16	70788963	70807154
LOC100130932	19	14599758	14600690
LOC100130933	17	73642646	73644057
LOC100130950	17	5095379	5138931
LOC100130987	11	67085310	67159158
LOC100131060	1	59250823	59365384
LOC100131067	5	80533384	80597388
LOC100131176	7	151106322	151110132
LOC100131193	9	139698379	139703300
LOC100131199	7	140774032	141180179
LOC100131257	7	7115401	7136417
LOC100131320	2	130724165	130738045
LOC100131347	17	37213272	37237704
LOC100131366	14	103653558	103655365
LOC100131496	20	45947246	45949498
LOC100131551	3	194018989	194030593
LOC100131564	1	93775666	93811368
LOC100131635	3	187420154	187450203
LOC100131691	19	59070553	59086164
LOC100131726	8	124213412	124214983
LOC100131801	19	7694671	7696510
LOC100132077	9	97094758	97123230
LOC100132111	1	151810945	151816641
LOC100132215	2	63271100	63275656
LOC100132247	16	22524844	22547841
LOC100132273	22	42486937	42521354
LOC100132288	21	9907194	9968585
LOC100132352	9	68726541	68748372
LOC100132354	6	43858765	43905944
LOC100132356	5	43065289	43067073
LOC100132526	3	13974553	13978444
LOC100132707	7	154720227	154741196
LOC100132715	11	18686477	18688026
LOC100132724	15	51236326	51238762
LOC100132774	1	44165409	44173012
LOC100132832	7	76668797	76682355
LOC100132891	8	72755358	72968547
LOC100133050	5	99715209	99723958
LOC100133091	7	76178658	76257299
LOC100133161	11	126987	131920
LOC100133308	10	45594924	45650044
LOC100133315	11	71576555	71639493
LOC100133545	11	2004439	2011150
LOC100133612	1	3816968	3832011
LOC100133669	8	144063448	144099807
LOC100133985	2	70351168	70352448
LOC100133991	17	43325303	43345997
LOC100134229	7	139877061	139879440
LOC100134259	2	47055003	47086145
LOC100134317	19	36802245	36803570
LOC100134368	16	432241	442960
LOC100134713	7	140395136	140396877
LOC100134868	20	25990435	26002430
LOC100144602	4	66535679	66559104
LOC100144603	22	51021455	51022355
LOC100144604	15	93111048	93115493
LOC100170939	5	69423289	69521622
LOC100188947	10	93066719	93371217
LOC100188949	13	30914407	30948036
LOC100189589	2	74612845	74621008
LOC100190938	17	40905947	40913275
LOC100190939	13	45915480	45965618
LOC100190940	12	130517999	130526887
LOC100190986	16	21443345	21445776
LOC100192204	10	15196721	15197346
LOC100192378	8	77523114	77595510
LOC100192426	18	8360818	8367032
LOC100216001	10	4692377	4720262
LOC100216545	7	104650989	104654588
LOC100233209	12	47602203	47610226
LOC100240726	20	45092299	45093931
LOC100240734	12	54495993	54496483
LOC100240735	12	54472623	54475607
LOC100268168	5	172381786	172386371
LOC100270746	6	26987145	26988085
LOC100270804	20	18774693	18776709
LOC100271702	12	2038368	2045742
LOC100271722	22	46435787	46440748
LOC100271832	2	33152194	33171202
LOC100271836	16	21458004	21513552
LOC100271874+LOC646762	7	29685538	29725437
LOC100272146	17	45500843	45504058
LOC100272216	5	68926980	68929028
LOC100272217	9	133452737	133454881
LOC100286793+FLJ39739	1	143718513	147931980
LOC100286844	12	50222326	50234937
LOC100286938	9	79791672	79792833
LOC100287042	17	73267380	73269976
LOC100287216	2	109743784	109746575
LOC100287227	3	156390960	156393502
LOC100287284	12	27915599	27924209
LOC100287482	7	129142320	129152773
LOC100287632	6	119103871	119104581
LOC100287814	1	231727038	231747836
LOC100287846	8	48100930	48104439
LOC100287879	3	64064037	64073039
LOC100287902	1	236686369	236687808
LOC100288069	1	700245	714068
LOC100288123	19	1822088	1824542
LOC100288255+FRG2	4	190945523	190948412
LOC100288346	11	113140254	113144623
LOC100288428	3	8262834	8543344
LOC100288615	15	32812049	32825942
LOC100288730	13	28710980	28713311
LOC100288748	8	95649513	95651695
LOC100288778	12	87984	91263
LOC100288842	9	123555775	123561009
LOC100288911	2	36581892	36582713
LOC100288974+MBL1P	10	81664654	81691557
LOC100289019	9	130873450	130881013
LOC100289187	7	99195902	99208455
LOC100289230	5	98264838	98266713
LOC100289255	17	10698230	10707416
LOC100289341	9	139979398	139981269
LOC100289361	3	142719687	142720309
LOC100289373	13	99848628	99853011
LOC100289410	13	113621798	113622952
LOC100289473	20	1754011	1760392
LOC100289511	14	70233000	70234430
LOC100289650	19	43326015	43331030
LOC100289656	15	29033389	29034538
LOC100289673	5	109218883	109221200
LOC100292680	12	1609657	1613590
LOC100294145	6	32861953	32871535
LOC100294362	17	78325631	78388968
LOC100302401	1	178060643	178063128
LOC100302640	3	106828637	106959485
LOC100303749	5	65240633	65241401
LOC100306951	17	1420213	1421390
LOC100306975	15	49448495	49450822
LOC100329108+GCSH	16	81115552	81129980
LOC100329109	2	206980297	206981296
LOC100335030	12	49782957	49786116
LOC100379224	19	44609492	44617336
LOC100422737	6	107165327	107235300
LOC100498859	3	156807670	156818924
LOC100499177	4	83814605	83822069
LOC100499183	8	104177737	104184368
LOC100499194	2	114735246	114737561
LOC100499227	11	119252488	119369944
LOC100499405	12	9392599	9395645
LOC100499466	17	66097696	66132070
LOC100499467	17	70399463	70588943
LOC100499484+LOC57653+C9orf174	9	100000708	100139577
LOC100499489	10	22724354	22726858
LOC100500938	11	22868468	22881972
LOC100505478	9	117428714	117444369
LOC100506046	1	173832386	173833079
LOC100506548	5	40825365	40829244
LOC100506581	16	87336404	87351026
LOC100506710	9	37079893	37090398
LOC100507217	15	93426073	93441977
LOC100507334	2	111003215	111024135
LOC100507463	6	32811863	32814277
LOC100507547	6	32120579	32122142
LOC100526820	6	163834097	163834982
LOC100527964	1	180238798	180243816
LOC113230	19	14183821	14185874
LOC115110	1	2481359	2484284
LOC116437	12	131649556	131697476
LOC121456	12	98847619	98850923
LOC121952	13	103532449	103548383
LOC126536	19	16126444	16138272
LOC127841	1	204337558	204338847
LOC143188	10	114610673	114615127
LOC143666	11	573808	575885
LOC144438	12	49082245	49086229
LOC144486	12	94853779	94856344
LOC144571	12	9217773	9220651
LOC145474	14	71954578	71956420
LOC145663	15	45670898	45672321
LOC145783	15	57178368	57210697
LOC145820	15	95976322	96051076
LOC145837	15	69854059	69863779
LOC145845	15	37156644	37178734
LOC146336	16	1114082	1128731
LOC146880	17	62745780	62778117
LOC147670	19	57154527	57168614
LOC147727	19	10762538	10764548
LOC147804+ZNF761	19	53935227	53961515
LOC148189	19	28281401	28284848
LOC148413	1	1334910	1337426
LOC148696	1	207991724	207995941
LOC148709	1	202830882	202844369
LOC149086	1	31971839	31974167
LOC149134	1	246952919	246954788
LOC149773	20	57090435	57194948
LOC149837	20	5479218	5485242
LOC149950	20	31175281	31196694
LOC150197	22	20193855	20196060
LOC150381	22	46449726	46454402
LOC150622	2	6072819	6120350
LOC150776	2	132250386	132279149
LOC150786	2	132118065	132121731
LOC151009	2	111132686	111142113
LOC151162	2	135206960	135212192
LOC151174	2	239133754	239140318
LOC151300	2	219841006	219842644
