geneid	chrm_probe	s1	s2
TPM1	15	63334838	63364113
TPM2	9	35681990	35690053
TPM3	1	154127780	154164609
TPM4	19	16178317	16213813
TPMT	6	18128545	18155374
TPO	2	1417233	1546499
TPP1	11	6633997	6640692
TPP2	13	103249286	103331523
TPPP	5	659977	693510
TPPP3	16	67423712	67427421
TPR	1	186280786	186344457
TPRA1	3	127291908	127309568
TPRG1	3	188889763	189041271
TPRG1L	1	3541556	3546694
TPRKB	2	73956957	73964517
TPRN	9	140086069	140095163
TPRXL	3	13978807	14107481
TPSAB1	16	1290678	1292555
TPSB2	16	1278336	1280185
TPSD1	16	1306273	1308494
TPSG1	16	1271651	1275254
TPST1	7	65670259	65825438
TPST2	22	26921714	26986089
TPT1	13	45911304	45915297
TPTE	21	10906743	10990920
TPTE2	13	19997019	20110903
TPTE2P1	13	25502893	25542607
TPTE2P2	13	52793481	52864119
TPTE2P3	13	53063128	53161225
TPX2	20	30326904	30389603
TRA2A	7	23544401	23571656
TRA2B	3	185632358	185655924
TRABD	22	50624360	50638027
TRADD	16	67188089	67193812
TRAF1	9	123664671	123691451
TRAF2	9	139780965	139821067
TRAF3	14	103243816	103377837
TRAF3IP1	2	239229185	239309541
TRAF3IP2	6	111880143	111927474
TRAF3IP3	1	209929394	209955668
TRAF4	17	27071023	27077976
TRAF5	1	211499957	211548286
TRAF6	11	36510723	36531822
TRAF7	16	2205799	2228130
TRAFD1	12	112563349	112591408
TRAIP	3	49866028	49893992
TRAK1	3	42132746	42267268
TRAK2	2	202241930	202316319
TRAM1	8	71485453	71520694
TRAM1L1	4	118004710	118006736
TRAM2	6	52362200	52441862
TRANK1	3	36868308	36986548
TRAP1	16	3708038	3767598
TRAPPC1	17	7833663	7835317
TRAPPC10	21	45432206	45526432
TRAPPC2L	16	88923506	88927520
TRAPPC3	1	36602173	36615067
TRAPPC5	19	7745707	7747748
TRAPPC6A	19	45666186	45681485
TRAPPC6B	14	39617015	39639634
TRAPPC8	18	29409136	29523091
TRAPPC9	8	140742586	141468678
TRAT1	3	108541631	108573714
TRDMT1	10	17184982	17244070
TRDN	6	123537483	123957942
TREH	11	118528942	118550381
TREM1	6	41243712	41254457
TREM2	6	41126246	41130922
TREML1	6	41117342	41122070
TREML2	6	41157552	41168925
TREML3	6	41176292	41185685
TREML4	6	41196062	41206120
TRERF1	6	42192669	42419783
TREX1	3	48507229	48509044
TRH	3	129693114	129696776
TRHDE	12	72666529	73059422
TRHR	8	110099676	110131812
TRIAP1	12	120881764	120884215
TRIB1	8	126442563	126450644
TRIB2	2	12856998	12882858
TRIB3	20	361308	378203
TRIL	7	28992974	28998029
TRIO	5	14143829	14509458
TRIOBP	22	38092995	38172563
TRIP10	19	6739707	6751529
TRIP11	14	92434243	92506403
TRIP12	2	230631930	230786655
TRIP13	5	892969	918164
TRIP4	15	64680003	64747502
TRIP6	7	100464950	100471076
TRIT1	1	40306706	40349177
TRMT1	19	13215714	13227563
TRMT11	6	126307576	126360420
TRMT112	11	64084165	64085033
TRMT12	8	125463048	125465266
TRMT2A	22	20099398	20104768
TRMT5	14	61438167	61447782
TRMT6	20	5918486	5931173
TRMT61A	14	103995509	104003410
TRMT61B	2	29072688	29093175
TRMU	22	46731298	46753237
TRNAU1AP	1	28879529	28905057
TRNP1	1	27320195	27327377
TRNT1	3	3168600	3190706
TROAP	12	49716971	49725514
TROVE2	1	193028552	193060906
TRPA1	8	72933486	72987819
TRPC1	3	142443266	142526729
TRPC2	11	3647714	3658789
TRPC3	4	122800183	122872909
TRPC4	13	38210773	38443939
TRPC4AP	20	33590207	33680618
TRPC6	11	101322295	101454659
TRPC7	5	135548999	135701164
TRPM1	15	31293551	31393924
TRPM2	21	45773484	45862964
TRPM3	9	73149966	73736514
TRPM4	19	49661016	49715098
TRPM5	11	2425746	2444275
TRPM6	9	77337411	77503010
TRPM7	15	50849352	50979012
TRPM8	2	234826043	234928166
TRPS1	8	116420724	116681228
TRPT1	11	63991271	63993726
TRPV1+SHPK	17	3468740	3539616
TRPV2	17	16318856	16340317
TRPV3	17	3416486	3461289
TRPV4	12	110220892	110271212
TRPV5	7	142605648	142630820
TRPV6	7	142568960	142583477
TRRAP	7	98476113	98610864
TRUB1	10	116697952	116737439
TRUB2	9	131071396	131084697
TRY6+PRSS2	7	142478757	142482399
TRYX3	7	141951963	141957878
TSC1	9	135766735	135820020
TSC2	16	2097990	2138713
TSC22D1	13	45007655	45150701
TSC22D2	3	150126788	150177615
TSC22D4	7	100064142	100076902
TSEN15	1	184020811	184043344
TSEN2	3	12525931	12574820
TSEN34	19	54694119	54698394
TSEN54	17	73512609	73520820
TSFM	12	58176528	58196639
TSG1	6	94416801	94486199
TSG101	11	18501858	18548489
TSGA10	2	99613724	99771187
TSGA10IP	11	65713115	65727434
TSGA13+COPG2	7	130146080	130371406
TSGA14	7	130036375	130080854
TSHB	1	115572415	115576941
TSHR	14	81421869	81612646
TSHZ1	18	72922731	73001901
TSHZ2	20	51588946	52111869
TSHZ3	19	31765851	31840190
TSKS	19	50243011	50266515
TSKU	11	76494285	76509198
TSLP	5	110407390	110413722
TSN	2	122513121	122525428
TSNAXIP1	16	67841010	67861971
TSPAN1	1	46640749	46651634
TSPAN10	17	79609349	79615779
TSPAN11	12	31079838	31149537
TSPAN12	7	120427374	120498177
TSPAN13	7	16793351	16824161
TSPAN14	10	82214038	82282391
TSPAN15	10	71211226	71267423
TSPAN16	19	11406824	11437672
TSPAN17	5	176074388	176086059
TSPAN18	11	44785976	44953977
TSPAN19	12	85408094	85430055
TSPAN2	1	115590633	115632121
TSPAN3	15	77336360	77363570
TSPAN31	12	58138784	58142026
TSPAN32	11	2323243	2339430
TSPAN33	7	128784712	128809534
TSPAN4	11	842824	867116
TSPAN5	4	99391518	99579812
TSPAN8	12	71518877	71551779
TSPAN9	12	3186521	3395730
TSPO	22	43547535	43559248
TSPO2	6	41010237	41012076
TSPY26P	20	30776949	30778163
TSPYL1	6	116596022	116601280
TSPYL4	6	116571131	116575261
TSPYL5	8	98285714	98290176
TSPYL6	2	54480315	54483409
TSR1	17	2225982	2240678
TSSC1	2	3192741	3381653
TSSC4	11	2423523	2425106
TSSK1B	5	112768251	112770728
TSSK3	1	32827862	32829924
TSSK4	14	24674926	24677454
TSSK6	19	19625028	19626469
TST	22	37406906	37415491
TSTA3	8	144694788	144699732
TSTD1	1	161007422	161008774
TSTD2	9	100362362	100395962
TTBK1	6	43211222	43255997
TTBK2	15	43036542	43213007
TTC1	5	159436180	159492550
TTC12	11	113185251	113237114
TTC13	1	231041987	231114618
TTC14	3	180319918	180328918
TTC15	2	3383446	3483342
TTC16	9	130478358	130493879
TTC17	11	43380435	43516483
TTC18	10	75013516	75118617
TTC19	17	15902782	15932096
TTC21A	3	39149152	39180394
TTC21B	2	166730453	166810348
TTC22	1	55246752	55266941
TTC23	15	99676528	99789815
TTC23L	5	34839269	34899564
TTC24	1	156549519	156556562
TTC25	17	40086888	40117668
TTC26	7	138818490	138874550
TTC27	2	32853087	33046118
TTC28	22	28374002	29075853
TTC28-AS1	22	28315364	28398667
TTC29	4	147628179	147867034
TTC3	21	38445571	38575408
TTC30A	2	178479026	178483694
TTC30B	2	178414881	178417524
TTC31	2	74710200	74721691
TTC32	2	20096514	20101744
TTC33	5	40711678	40756072
TTC35	8	109455853	109499136
TTC36	11	118398210	118401740
TTC37	5	94799599	94890709
TTC38	22	46663861	46689905
TTC39A	1	51752930	51810785
TTC39B	9	15170842	15307358
TTC39C	18	21572737	21715574
TTC5	14	20757301	20774153
TTC7A	2	47168313	47303275
TTC7B	14	91006932	91282761
TTC8	14	89290978	89344335
TTC9	14	71108504	71142077
TTC9B	19	40721965	40724306
TTC9C	11	62495952	62506108
TTF1	9	135250937	135282221
TTF2	1	117602949	117645491
TTI1	20	36611423	36661833
TTK	6	80714322	80752244
TTL	2	113239743	113290222
TTLL1	22	43435523	43485434
TTLL10	1	1109286	1133313
TTLL11	9	124584204	124855885
TTLL12	22	43562628	43583137
TTLL13	15	90792764	90802312
TTLL2	6	167738574	167756177
TTLL4	2	219575568	219620138
TTLL5	14	76127551	76421425
TTLL6	17	46839593	46894469
TTLL7	1	84335057	84464833
TTLL8	22	50453552	50493055
TTLL9	20	30458505	30530858
TTN	2	179390718	179672150
TTPA	8	63972048	63998612
TTPAL	20	43104547	43123244
TTR	18	29171730	29178986
TTYH1	19	54926635	54948054
TTYH2	17	72209696	72258157
TTYH3	7	2671603	2704436
TUB	11	8060180	8127654
TUBA1A	12	49578583	49582861
TUBA1B	12	49521567	49525304
TUBA1C	12	49658865	49667113
TUBA3D	2	132233666	132240507
TUBA3E	2	130949318	130956034
TUBA4A	2	220115001	220118638
TUBA4B	2	220117965	220136910
TUBA8	22	18593453	18614498
TUBAL3	10	5435061	5446793
TUBB	6	30688157	30693195
TUBB1	20	57594309	57601709
TUBB2A	6	3153902	3157783
TUBB2B	6	3224495	3227968
TUBB2C	9	140135711	140138159
TUBB3	16	89988417	90002505
TUBB4	19	6494330	6502330
TUBB4Q	4	190903678	190906024
TUBB6	18	12308257	12326568
TUBB8	10	92828	95504
TUBBP5	9	141044565	141071885
TUBD1	17	57936841	57970306
TUBE1	6	112391860	112408751
TUBG1	17	40761358	40767256
TUBG2	17	40811266	40819024
TUBGCP2	10	135093138	135122644
TUBGCP3	13	113139328	113242481
TUBGCP4	15	43663313	43698240
TUBGCP5	15	22833395	22873891
TUBGCP6	22	50656118	50683400
TUFM	16	28853732	28857729
TUFT1	1	151512781	151556059
TUG1	22	31365634	31375380
TULP1	6	35465651	35480647
TULP2	19	49384222	49401996
TULP3	12	3000033	3050306
TULP4	6	158733692	158932856
TUSC1	9	25676387	25678856
TUSC2	3	50362341	50365668
TUSC3	8	15397730	15621995
TUT1	11	62342517	62359109
TWF1	12	44187526	44200178
TWF2	3	52262626	52273183
TWIST1	7	19155091	19157295
TWIST2	2	239756673	239795893
TWISTNB	7	19735085	19748660
TWSG1	18	9334765	9402418
TXK	4	48068410	48136273
TXLNA	1	32645345	32663886
TXLNB	6	139561199	139613208
TXN	9	113006310	113018778
TXN2	22	36863093	36877687
TXNDC11	16	11772943	11836648
TXNDC12	1	52485804	52521047
TXNDC15	5	134209460	134237323
TXNDC16	14	52897308	53019301
TXNDC17	17	6544222	6547861
TXNDC2	18	9885723	9888156
TXNDC3	7	37888199	37940002
TXNDC6	3	137980279	138048728
TXNDC8	9	113065867	113100125
TXNDC9	2	99935487	99952860
TXNIP	1	145438462	145442628
TXNL1	18	54270053	54305920
TXNL4A	18	77732867	77748532
TXNL4B	16	72118756	72128215
TXNRD1	12	104609559	104744062
TXNRD2	22	19863040	19929359
TXNRD3IT1+TXNRD3	3	126290622	126373967
TYK2	19	10461204	10491248
TYMP+SCO2	22	50961997	50968514
TYMS	18	657604	673499
TYRO3	15	41851220	41871536
TYRO3P	15	76551630	76552493
TYROBP	19	36395303	36399211
TYRP1	9	12693386	12710266
TYSND1	10	71897733	71906496
TYW1	7	66461817	66704498
TYW1B	7	72023729	72298813
TYW3	1	75198836	75232360
U2AF1	21	44513066	44527688
U2AF1L4	19	36233428	36236336
U2AF2	19	56165416	56186082
U58+SNORD58C	18	47015605	47015694
UACA	15	70946893	71055850
UAP1	1	162531296	162569633
UAP1L1	9	139971953	139978990
UBA2	19	34919268	34960798
UBA3	3	69103881	69129524
UBA5	3	132373290	132396944
UBA52	19	18682614	18688270
UBA6	4	68481479	68566889
UBA7	3	49842638	49851391
UBAC1	9	138824815	138853226
UBAC2	13	99852679	100038753
UBAP1	9	34179003	34252521
UBAP2	9	33921691	34048947
UBAP2L	1	154192655	154243329
UBASH3A	21	43824019	43867774
UBASH3B	11	122526398	122685187
UBB	17	16284367	16286054
UBC	12	125396192	125399587
UBD	6	29523389	29527702
UBE2B	5	133706870	133727799
UBE2C	20	44441255	44445596
UBE2CBP	6	83602186	83775545
UBE2D1	10	60094739	60130509
UBE2D2	5	138940751	139008018
UBE2D3	4	103717133	103790032
UBE2D4	7	43966035	43995735
UBE2E1	3	23847439	23932807
UBE2E2	3	23244784	23632296
UBE2E3	2	181845112	181928150
UBE2F	2	238875700	238950682
UBE2G1	17	4172512	4269969
UBE2G2	21	46188955	46221738
UBE2H	7	129472995	129592789
UBE2I	16	1359180	1375390
UBE2J1	6	90036344	90062619
UBE2J2	1	1189292	1209234
UBE2K	4	39699664	39784410
UBE2L3	22	21921957	21978323
UBE2L6	11	57319129	57335453
UBE2M	19	59067079	59070343
UBE2MP1	16	34403802	34404762
UBE2N	12	93802088	93836026
UBE2O	17	74385613	74449288
UBE2Q1	1	154521051	154531120
UBE2Q2	15	76135622	76193388
UBE2Q2P1	15	85070427	85114026
UBE2Q2P3+UBE2Q2P2	15	82647286	83084729
UBE2QL1	5	6448736	6496834
UBE2R2	9	33817182	33920401
UBE2S	19	55912650	55919325
UBE2T	1	202300785	202311094
UBE2U	1	64669490	64710027
UBE2W	8	74702840	74791110
UBE2V2	8	48920995	48974454
UBE2Z	17	46985731	47006422
UBE3A	15	25582396	25684128
UBE3B	12	109915439	109974507
UBE3C	7	156931655	157062066
UBE4A	11	118230302	118269926
UBE4B	1	10093041	10241296
UBFD1	16	23568862	23585710
UBIAD1	1	11333255	11348491
UBL3	13	30338545	30424820
UBL4B	1	110655062	110656569
UBL5	19	9938568	9940797
UBL7	15	74738318	74753529
UBLCP1	5	158690089	158713048
UBN1	16	4897912	4932363
UBN2	7	138916231	138992982
UBOX5+FASTKD5	20	3088219	3140540
UBP1	3	33429829	33481897
UBQLN1	9	86274878	86323168
UBQLN4	1	156005092	156023516
UBQLNL	11	5535623	5537956
UBR1	15	43235098	43398286
UBR2	6	42531760	42661243
UBR3	2	170684018	170940639
UBR4	1	19401000	19536746
UBR5	8	103265569	103424495
UBR7	14	93673401	93695561
UBTD1	10	99258768	99330960
UBTD2	5	171636650	171710795
UBTF	17	42282401	42298250
UBXN1	11	62443972	62446527
UBXN10	1	20512578	20519942
UBXN11	1	26608773	26644756
UBXN2A	2	24163376	24223693
UBXN2B	8	59323823	59364060
UBXN4	2	136499189	136542633
UBXN6	19	4445003	4457791
UBXN7	3	196080369	196159345
UBXN8	8	30601690	30624520
UCA1	19	15939757	15946230
UCHL1	4	41258898	41270446
UCHL3	13	76123927	76180068
UCHL5	1	192981496	193028523
UCK1	9	134399183	134406662
UCK2+MIR3658	1	165796732	165880855
UCKL1	20	62571182	62587800
UCKL1-AS1	20	62584737	62588338
UCMA	10	13263767	13276328
UCN	2	27530265	27531130
UCN2	3	48599151	48601201
UCN3	10	5406976	5416169
UCP1	4	141481050	141489959
UCP2	11	73685716	73693889
UCP3	11	73711326	73720282
UEVLD	11	18553244	18610281
UFC1	1	161123534	161128646
UFD1L	22	19437464	19466738
UFM1	13	38923942	38937143
UFSP1	7	100486344	100487339
UFSP2	4	186320694	186347139
UGCG	9	114659206	114695433
UGDH	4	39500375	39529218
UGGT1	2	128848754	128953249
UGGT2	13	96453836	96705736
UGP2	2	64068098	64118696
UGT1A10+UGT1A8+UGT1A9+UGT1A4+UGT1A5+UGT1A6+UGT1A7+UGT1A1+UGT1A3	2	234526291	234681951
UGT2A2+UGT2A1	4	70454135	70513417
UGT2B11	4	70066051	70080449
UGT2B28	4	70146217	70160768
UGT2B4	4	70345883	70361626
UGT2B7	4	69962193	69978705
UGT3A1	5	35953191	36001130
UGT3A2	5	36035119	36067023
UGT8	4	115519611	115598202
UHMK1	1	162466964	162499419
UHRF1	19	4909510	4962165
UHRF1BP1	6	34759794	34845291
UHRF1BP1L	12	100430863	100536642
UHRF2	9	6413151	6507051
UIMC1	5	176332006	176433795
ULBP1	6	150285143	150294846
ULBP2	6	150263136	150270368
ULBP3	6	150385743	150390202
ULK1	12	132379279	132407707
ULK2	17	19674143	19771239
ULK3	15	75128459	75135552
ULK4	3	41288090	42003660
UMOD	16	20344373	20364037
UMODL1	21	43483068	43563105
UMPS	3	124449213	124468119
UNC119	17	26873725	26879646
UNC119B	12	121147831	121161443
UNC13A	19	17712137	17799008
UNC13B	9	35161989	35405332
UNC13C	15	54305101	54920806
UNC13D	17	73823308	73840798
UNC45A	15	91473410	91497323
UNC45B	17	33474836	33516364
UNC50	2	99225042	99234977
UNC5A	5	176237560	176307899
UNC5B	10	72972298	73060749
UNC5C	4	96083656	96470361
UNC5CL	6	40994640	41006938
UNC5D	8	35092975	35652181
UNC80	2	210636717	210864024
UNC93A	6	167704803	167729502
UNC93B1	11	67758575	67771593
UNG	12	109535399	109548798
UNK	17	73780681	73821886
UNKL	16	1413206	1464705
UNQ6975	2	45401480	45482080
UOX	1	84830641	84863576
UPB1	22	24891251	24922553
UPF0639	14	69951471	69995215
UPF1	19	18942744	18979039
UPF2	10	11962021	12085023
UPF3A	13	115047078	115071283
UPK1A	19	36157715	36169367
UPK1B	3	118892425	118924000
UPK2	11	118827008	118829269
UPK3A	22	45680868	45691755
UPK3B	7	76139745	76157199
UPK3BL+POLR2J2	7	102277472	102312182
UPP1	7	48128355	48148330
UPP2	2	158851691	158992666
UQCC	20	33890369	33999945
UQCR10	22	30163358	30166402
UQCR11	19	1597154	1605483
UQCRB	8	97239304	97247862
UQCRC1	3	48636432	48647098
UQCRC2	16	21964609	21994668
UQCRFS1	19	29698167	29704136
UQCRH	1	46769380	46782447
UQCRHL	1	16133657	16134194
UQCRQ	5	132202319	132204536
URB1	21	33683330	33765312
URB2	1	229761981	229795946
URGCP	7	43915501	43965996
URM1	9	131133598	131153015
UROC1	3	126200008	126236616
UROD	1	45477805	45481341
UROS	10	127477147	127511837
USE1	19	17326155	17330638
USF1	1	161009041	161015757
USF2	19	35759896	35770718
USH1C	11	17515442	17565963
USH1G	17	72912176	72919351
USH2A	1	215796236	216596738
USHBP1	19	17360849	17375544
USO1	4	76649829	76735366
USP1	1	62901975	62917475
USP10	16	84733555	84813527
USP12	13	27640287	27746033
USP13	3	179370933	179507189
USP14	18	158483	213739
USP15	12	62654187	62799898
USP16	21	30396938	30426807
USP17L2	8	11994677	11996269
USP18	22	18632758	18660162
USP19	3	49145479	49158371
USP2	11	119225925	119252436
USP20	9	132597696	132644107
USP21	1	161129254	161135516
USP22	17	20902906	20946352
USP24	1	55532032	55681039
USP25	21	17102496	17252377
USP28	11	113668597	113746256
USP3	15	63796810	63883663
USP30	12	109490380	109525831
USP31	16	23072728	23160591
USP32	17	58254691	58469586
USP33	1	78161674	78225537
USP34	2	61414590	61697849
USP35	11	77899858	77925757
USP36	17	76792965	76836969
USP37	2	219314974	219433084
USP38	4	144106070	144143141
USP39	2	85843283	85876406
USP4	3	49314577	49377536
USP40	2	234384165	234474236
USP42	7	6144550	6201195
USP43	17	9548950	9633003
USP44	12	95910888	95945263
USP45	6	99880184	99963252
USP46	4	53457127	53525502
USP47	11	11862970	11980872
USP48	1	22004792	22109688
USP49	6	41765383	41863099
USP5	12	6961285	6975795
USP50	15	50792759	50838902
USP53	4	120133782	120216673
USP54	10	75257296	75335433
USP6	17	5031687	5078324
USP6NL	10	11502509	11653679
USP7	16	8985951	9057341
USP8	15	50716579	50793277
USPL1	13	31191830	31233686
UST	6	149068271	149398126
UTP11L	1	38478384	38490497
UTP15	5	72861598	72877794
UTP18	17	49337897	49375292
UTP20	12	101673905	101780397
UTP23	8	117778742	117786921
UTP3	4	71554196	71556268
UTP6	17	30190190	30228729
UTRN	6	144612873	145174170
UTS2	1	7907672	7913551
UTS2D	3	190984944	191048325
UVRAG	11	75526212	75855282
UXS1	2	106709759	106810795
WAC	10	28821427	28909923
VAC14	16	70721342	70835061
VAMP1	12	6571404	6579843
VAMP2	17	8062465	8066293
VAMP3	1	7831329	7841492
VAMP4	1	171669296	171711379
VAMP5	2	85811531	85820511
VAMP8	2	85804614	85809156
VANGL1	1	116184574	116240845
VANGL2	1	160370364	160398468
VAPA	18	9913955	9960018
WAPAL	10	88195013	88281541
VAPB	20	56964175	57026156
VARS	6	31745297	31763712
WARS	14	100800125	100842680
VARS2	6	30881982	30894235
WARS2	1	119573839	119683295
WASF1	6	110421022	110501207
WASF2	1	27732126	27816669
WASF3	13	27131840	27263082
VASH1	14	77228235	77249363
WASH1	9	14511	29739
VASH2	1	213123887	213164927
WASH2P	2	114341230	114356613
WASH3P	15	102501016	102516808
WASH5P	19	60951	70966
WASH7P	1	14362	29370
WASL	7	123321997	123389116
VASN	16	4421849	4433529
VASP	19	46010688	46030240
VAT1	17	41166622	41174459
VAT1L	16	77822483	78014001
VAV1	19	6772722	6857371
VAV2	9	136627016	136857446
VAV3	1	108113782	108507545
VAX2	2	71127720	71160575
WBP1	2	74685577	74688010
WBP11	12	14939412	14956401
WBP11P1	18	30091626	30094597
WBP2	17	73841780	73851501
WBP2NL	22	42394729	42424477
WBP4	13	41635697	41658139
WBSCR16	7	74456283	74489699
WBSCR17	7	70597789	71178584
WBSCR22	7	73097898	73112542
WBSCR26	7	73149399	73150330
WBSCR27	7	73248921	73256855
WBSCR28	7	73275489	73280223
VCAM1	1	101185196	101204601
VCAN	5	82767493	82878122
VCL	10	75757872	75879914
VCP	9	35056065	35072739
VCPIP1	8	67542488	67579452
VDAC1	5	133307566	133340824
VDAC2	10	76969912	76991207
VDAC3	8	42249346	42263415
WDFY1	2	224740065	224810052
WDFY2	13	52158484	52336171
WDFY3	4	85590693	85887544
WDFY4	10	49893518	50191001
WDHD1	14	55405656	55493819
VDR	12	48235320	48298814
WDR1	4	10075963	10118573
WDR11	10	122610687	122669038
WDR12	2	203745323	203776949
WDR16	17	9479944	9546776
WDR17	4	176986985	177103979
WDR18	19	984328	994569
WDR19	4	39184024	39287430
WDR20	14	102606212	102690010
WDR24	16	734702	740400
WDR25	14	100842755	100996640
WDR26	1	224572845	224622001
WDR27	6	169857307	170102159
WDR3	1	118472372	118503049
WDR31	9	116077931	116102620
WDR33	2	128461808	128568761
WDR34	9	131395940	131419129
WDR35	2	20110029	20189884
WDR36	5	110427870	110466200
WDR37	10	1102776	1178237
WDR38	9	127615755	127620160
WDR4	21	44263204	44299678
WDR41	5	76728069	76788332
WDR43	2	29117533	29171080
WDR45L	17	80572438	80606411
WDR46	6	33246880	33257304
WDR47	1	109512838	109584850
WDR48	3	39093507	39137881
WDR49	3	167196473	167371289
WDR5	9	137001210	137025094
WDR52	3	113005777	113160361
WDR53	3	196281059	196295413
WDR54	2	74648885	74652882
WDR55	5	140044384	140050553
WDR59	16	74907471	75019017
WDR5B	3	122130700	122134882
WDR6	3	49044637	49053386
WDR60	7	158649269	158738883
WDR61	15	78575578	78591940
WDR62	19	36545783	36596012
WDR63	1	85527993	85598821
WDR64	1	241815580	241965434
WDR65	1	43638001	43720029
WDR66	12	122356463	122441832
WDR67	8	124084920	124164392
WDR69	2	228736327	228789026
WDR7	18	54318616	54697036
WDR70	5	37379412	37752774
WDR72	15	53805938	54051859
WDR73	15	85186012	85197521
WDR74	11	62600383	62607628
WDR75	2	190306159	190340264
WDR76	15	44119112	44160617
WDR77	1	111982512	111991830
WDR78	1	67278572	67390570
WDR8	1	3547331	3566671
WDR81	17	1619817	1641893
WDR82	3	52288438	52312659
WDR83	19	12777618	12786646
WDR85	9	140449361	140473387
WDR86	7	151078207	151107124
WDR87	19	38375472	38397317
WDR88	19	33622998	33666703
WDR89	14	64063757	64108591
WDR90	16	699363	717829
WDR91	7	134868590	134896316
WDR92	2	68357281	68384656
WDR93	15	90234028	90286869
WDSUB1	2	160092304	160143236
WDTC1	1	27561007	27635110
WDYHV1	8	124428965	124454260
WEE1	11	9595228	9611313
WEE2	7	141408153	141431071
VEGFA	6	43737946	43754223
VEGFB	11	64002266	64006259
VEGFC	4	177604691	177713895
VENTX	10	135051408	135055433
VEPH1	3	156977532	157221415
VEZF1	17	56048910	56065615
VEZT	12	95611522	95696566
WFDC1	16	84328401	84363450
WFDC10B	20	44313290	44333658
WFDC12	20	43752067	43753106
WFDC13	20	44330655	44337456
WFDC2	20	44098394	44110172
WFDC3	20	44402847	44420547
WFDC5	20	43738093	43743803
WFIKKN1	16	681012	684116
WFIKKN2	17	48912605	48919709
WFS1	4	6271577	6304992
VGF	7	100805790	100808852
VGLL2	6	117586721	117594728
VGLL3	3	86987123	87040257
VGLL4	3	11597544	11762220
WHAMM	15	83477973	83503613
WHAMML1	15	23187729	23208357
WHAMML2	15	28982729	29003508
VHL	3	10183319	10193746
