gene,mean_cpm,std_cpm,cv
CARS1,60.89783552537535,16.03089262390942,0.26324240402977134
TMEM131L,69.63364763821282,18.34225131718164,0.2634107495341946
PSME3IP1,90.6019483458175,23.895857751950043,0.26374551748867725
HGS,90.69548291553151,23.978679673343834,0.264386702650629
CALCOCO2,102.30212897124612,27.049603016130792,0.26440899410542645
PEX19,37.654707650778974,9.961040131049087,0.2645363821020934
CYB5R3,134.13182473816698,35.4971296023671,0.2646436046900841
NRF1,16.255070953810634,4.302752697363952,0.26470217875950086
HTRA2,19.571775093960195,5.182832867928184,0.264811589293584
RALY,227.20393623961596,60.1966584209259,0.264945490897837
WDR45,118.9421194364455,31.529620536424744,0.26508372884066533
CDC26,8.368823174633391,2.2208627831806593,0.2653733669403222
CLPTM1,83.83958045484628,22.25583102971025,0.26545732825674906
IP6K2,39.81996398920661,10.571944703405688,0.26549357770065446
PPP2CA,108.89859762273275,28.92851174151305,0.2656463202743226
ZNF410,20.282085760189506,5.38896058809359,0.265700512847217
TRIM41,33.367657735825475,8.873926181165162,0.26594393443557757
ATP6V1E1,111.93121459757323,29.778027449716244,0.26603863414488366
FXR2,27.492086726371852,7.323559636364827,0.2663879140661842
EXOC3,86.1536752266918,22.969704897582098,0.266613175086763
PSPC1,26.33432677419101,7.02378395609933,0.2667159109980741
ZNF384,40.89685588769324,10.92538136451461,0.2671447750046305
CALCOCO1,138.36064452795924,36.96752768991204,0.2671823900216208
NIT1,31.681236325428372,8.470025622879595,0.26735148640904777
SH3KBP1,187.42144544265219,50.196341740242026,0.26782603037602365
POLDIP2,47.94315809498271,12.85103261446488,0.2680472694144392
RANBP3,54.31747562316222,14.566400096291144,0.26817152176489767
BAP1,82.26381316723086,22.072833180723887,0.26831765184350126
ATP5F1B,357.7365810022584,95.9914576004039,0.26833000229237924
DVL3,78.98223626725186,21.217739810861282,0.26863939049619845
PI4KB,78.172104424956,21.067301412390908,0.26949896727694195
COPA,155.67701460197816,42.03588106251849,0.27001983028767784
BRK1,116.97724479122132,31.62675377758903,0.2703667181940884
HNRNPC,379.01254097998566,102.67857079687143,0.27091074752139543
SHC1,49.115898088845206,13.317233197519002,0.27113895328615606
MARS1,112.12423995094844,30.420586853948297,0.27131142086007937
CUX1,102.3812577904875,27.815906635577285,0.2716894403905412
PSMA7,106.55881507603543,28.956575559494336,0.27174265722485996
EEF1D,110.62177052366481,30.06428021744418,0.27177543873258353
CNOT10,17.673231187407684,4.804233248365193,0.27183672286187527
SKP1,134.25528235493144,36.501866295806906,0.2718840231500666
GUCD1,114.01107384760024,31.021272228989712,0.27208999250771165
AKT2,132.61112425207182,36.109759128358355,0.2722981147472943
FBXO42,34.635326332061446,9.43751804754679,0.2724824347565223
TMED1,23.26707941781897,6.341598332725131,0.2725566977636416
PIAS4,24.58452220274045,6.70230428733121,0.2726229223435589
PCIF1,89.73157615337206,24.501637855954076,0.2730548030726118
INPPL1,180.38069096111312,49.40347277485302,0.27388448570420176
GPS2,89.67988657960838,24.58575454377468,0.2741501520739551
ANKRD13D,200.0807234712078,54.880895105149115,0.2742937658012149
PBX2,169.89244851938432,46.614282910227146,0.2743752492619386
DENND1A,47.69863374900864,13.100890660045406,0.27465966276901366
HADHB,90.10315299068922,24.75707465798156,0.27476368846426297
MAPKAP1,31.31049220783761,8.605313525039609,0.27483801493499155
GGA3,87.46614625007675,24.04534068627473,0.27491025633536054
SECISBP2,45.464259849442755,12.518584683643997,0.27535001614674776
AHCYL1,49.51437353155757,13.658554057857595,0.2758502851531067
PGAP2,17.059133243109407,4.711553104682894,0.2761894779493561
SUMO2,66.55216986397684,18.401166650502965,0.27649236212902345
DYM,34.661523371670626,9.589463519015615,0.27666018646062235
BUD13,15.464627398334342,4.282950717598918,0.2769514329236425
PIGS,54.45682636079161,15.090206303192055,0.2771040347304715
AP2A1,128.90548677363958,35.752756301942185,0.2773563577221867
ZFAND3,123.50404183778659,34.26989748409447,0.2774799672475938
CYTH2,45.62768210652552,12.676203091979724,0.27781825652210407
USP39,39.88620341518044,11.087149990255769,0.27796954939150886
SH3GL1,64.70369707944916,17.988240216354942,0.27800946512016655
TMEM234,14.602227084268641,4.06179482779105,0.2781626942486689
THRAP3,120.84965421382105,33.62357361247011,0.27822647761142477
DDA1,30.058099090042802,8.366920196497652,0.2783582611606108
AP2B1,156.07588128477144,43.449454699082985,0.27838673305202355
KATNB1,31.00737689402608,8.635738439337324,0.2785059332445853
RFC2,23.877760471131435,6.653188274312877,0.2786353553699762
SMU1,43.371553252561306,12.08485768459052,0.2786355751249663
KAT5,30.699578167307934,8.55635801676682,0.27871255983179954
ATF7,28.840849541840928,8.044527502786888,0.27892824346648565
