gene,train_std,hdr90_coverage
ENSG00000269463,0.3803762391162799,0.88
WDR74,0.6545370535588262,0.86
SNHG1,1.0070413516830456,0.94
SLC3A2,1.3057034503471479,0.92
PLAAT5,0.5515239860971273,0.84
LGALS12,0.9563392606328185,0.78
PLAAT4,1.300336064647004,0.88
PLAAT3,0.8479394794767317,0.98
ATL3,0.7011717674593441,0.92
RTN3,0.8743204056803886,0.9
ZFTA,0.5593899597373291,0.88
SPINDOC,0.8829350155035446,0.9
MARK2,0.5903129622629464,0.92
NAA40,0.8357408153871354,0.9
COX8A,0.49605223935865916,0.86
OTUB1,0.4399644647757343,0.88
MACROD1,0.780920765586751,0.88
ENSG00000288852,0.689369837346995,0.9
STIP1,1.0950056102851728,0.96
FERMT3,0.47888165139401384,0.86
TRPT1,0.5424273243271754,0.9
NUDT22,0.5310851113763547,0.94
ENSG00000256116,0.3419291716145981,0.92
DNAJC4,0.43040368971540044,0.86
VEGFB,1.0099712315044922,0.92
ENSG00000286264,0.368994720537322,0.94
PPP1R14B,0.7024539935194367,0.92
PLCB3,0.6868137767953968,0.9
BAD,0.4729154454479648,0.92
GPR137,0.46712426338053026,0.86
ESRRA,0.6063731218691077,0.88
TRMT112,0.488597823327094,0.92
PRDX5,0.5763044071391251,0.9
ENSG00000236935,0.5031471350745581,0.94
CCDC88B,0.5861563868116072,0.92
RPS6KA4,0.7798009037377339,0.9
LINC02723,0.6265393929728809,0.94
LINC02724,0.5914549067557754,0.92
NRXN2,0.5546697280084494,0.96
RASGRP2,0.5739912871541405,0.92
PYGM,1.3112183454224533,0.8
SF1,0.5786605433639626,0.86
MAP4K2,0.6857859655426848,0.92
MEN1,0.7789160310126989,0.96
CDC42BPG,0.7161922374287693,0.86
EHD1,0.5481091941245086,0.96
ENSG00000293953,0.5710646243528661,0.88
ENSG00000308350,0.7749341619962381,0.78
ATG2A,1.321836817295276,0.92
PPP2R5B,0.6317644751116837,0.88
BATF2,1.1897157548563058,0.94
ARL2,0.6488472594217933,0.96
SNX15,0.40278989846809843,0.94
SAC3D1,0.6579433606812738,0.94
NAALADL1,0.6833707214259662,0.96
CDCA5,1.1807196398272994,0.94
ZFPL1,0.44741822383125546,0.9
VPS51,0.6122065397306603,0.96
TM7SF2,0.6840825467175099,0.98
ZNHIT2,0.5602263318441715,0.94
FAU,0.5765162925617381,0.94
SYVN1,0.5855713455780874,0.92
MRPL49,0.5260496602075613,0.92
SPDYC,0.570063309650008,0.94
ENSG00000293278,0.40219311436970623,0.94
CAPN1-AS1,0.7294831794944782,0.88
CAPN1,0.5383860484466092,0.88
ENSG00000301154,0.3047364797844893,0.88
POLA2,0.553476759829414,0.9
ENSG00000287917,0.44441543994456945,0.88
CDC42EP2,1.0446202554539146,0.92
DPF2,0.4575230581371575,0.94
TIGD3,1.0869734037871956,0.84
SLC25A45,0.7172178969187766,0.92
FRMD8,0.6929184743653364,0.92
ENSG00000290057,0.30819730004434015,0.88
NEAT1,1.1604552217060338,0.88
FAUP4,0.557239375933367,0.88
ENEMAL,0.49590878735871047,0.88
SCYL1,0.41209208729300734,0.88
LTBP3,1.0750994967033047,0.9
ZNRD2-DT,0.4771096087893283,0.82
ZNRD2,0.633927158664786,0.98
FAM89B,0.4278526024079067,0.9
ENSG00000289339,0.7725073186324133,0.9
EHBP1L1,0.5191931065088685,0.92
KCNK7,0.6689756182398624,0.9
MAP3K11,0.7875716303839664,0.9
PCNX3,0.56343475015079,0.94
SIPA1,0.47353365709116824,0.86
ENSG00000309474,0.3749504066389758,0.94
ENSG00000306723,0.501196510332774,0.9
RELA,0.7381983920279782,0.92
RELA-DT,0.4404733221368775,0.9
KAT5,0.4066055113079818,0.9
RNASEH2C,0.5613563375642825,0.96
ENSG00000297007,0.7052441497982176,0.9
AP5B1,1.0306221658124488,0.88
CFL1,0.4899429252546898,0.84
MUS81,0.45223999909936086,0.9
EFEMP2,0.6839423358762262,0.9
CTSW,1.9506819818587358,0.9
FIBP,0.5494634856391094,0.92
ENSG00000305207,0.47697795888877004,0.86
CCDC85B,0.8111889131068795,0.92
FOSL1,1.096494003032063,0.88
C11orf68,0.7151029128739895,0.92
DRAP1,0.48627247178745064,0.92
SART1,0.47375129609394334,0.94
EIF1AD,0.46286141850444057,0.82
BANF1,0.7197478048882293,0.94
CATSPER1,0.5980088880227218,0.96
SF3B2,0.4606319405916347,0.94
ENSG00000255038,0.31520911352283754,0.82
PACS1,0.6033128804740441,0.9
ENSG00000255320,0.4527272582928509,0.94
KLC2,0.9202339186222718,0.96
RAB1B,0.4704847440527113,0.88
ENSG00000245156,0.5425698470777575,0.88
CNIH2,0.43613308457112754,0.84
YIF1A,0.5824048641090077,0.92
CD248,0.8552047010169872,0.92
RIN1,0.7513603692753901,0.88
BRMS1,0.46937542107539076,0.9
B4GAT1,0.45255709028864605,0.9
SLC29A2,0.850808675638798,0.88
MRPL11,0.6551641577832231,0.88
PELI3,0.7830360654082623,0.94
DPP3-DT,0.35312939226486306,0.94
DPP3,0.6600385903910887,0.86
BBS1,0.5284208302385891,0.92
ZDHHC24,0.5818058579340031,0.92
ACTN3,0.9271011585632938,0.82
CTSF,0.860123836019157,0.94
CCS,0.5928188013973762,0.88
RBM14,0.647724323668385,0.9
RBM4,0.39577412770868076,0.86
RBM4B,0.6101942058076333,0.94
SPTBN2,0.552129683626873,0.88
TOP6BL,0.8112952145639172,0.92
RCE1,0.5684564579457038,0.98
PC,0.6950586967398816,0.92
LRFN4,0.5688690485168967,0.9
KDM2A,0.48548508525731493,0.86
GRK2,0.5282245177204137,0.92
ENSG00000303303,0.4039804944131959,0.9
ANKRD13D,0.43007296795245564,0.92
SSH3,0.4458649757077452,0.9
RAD9A,0.6420050902996762,0.94
POLD4,0.40833197188703124,0.94
CLCF1,0.7888475405942719,0.86
PPP1CA,0.6825349182851277,0.92
TBC1D10C,0.5735746073161467,0.98
CARNS1,1.2252655020353247,0.88
RPS6KB2,0.42304830832133455,0.98
CORO1B,0.7110249605338067,0.94
CABP4,0.6588048583654319,0.94
TMEM134,0.6790461864485737,0.92
AIP,0.5866478151484074,0.94
PITPNM1,0.544850045804288,0.88
CDK2AP2,0.6172033597222031,0.9
GSTP1,0.7314714169393389,0.88
NDUFV1,0.7993393171839591,0.94
ENSG00000293486,0.4972688743758165,0.9
NUDT8,0.5162936053652631,0.84
ACY3,0.5011899799562882,0.92
UNC93B1,0.6688582392487851,0.94
ENSG00000309414,0.4031604055085047,0.92
ALDH3B1,0.7231323590338913,0.92
GLTC1,0.3836265092698839,0.88
NDUFS8,0.687036802095245,0.96
ENSG00000289908,0.41939174936009577,0.94
TCIRG1,0.4704240593096227,0.86
MIR6753,0.36696918282264124,0.86
ENSG00000255031,0.6886647622718468,0.94
CHKA,0.6818711959775249,0.94
KMT5B,0.4801576732612047,0.88
C11orf24,0.5899315515511898,0.92
LRP5,0.5942189126313892,0.94
PPP6R3,0.5359036391589171,0.88
TESMIN,0.5861904070566383,0.86
CPT1A,0.6351068286412703,0.92
MRPL21,0.5681519840328916,0.92
IGHMBP2,0.6544905874659457,0.84
TPCN2,0.5108235395097781,0.92
SMIM38,0.6297620508625242,0.88
CCND1,0.4829378600451677,0.92
LTO1,0.5808664375992418,0.84
FADD,1.103796469465558,0.86
ENSG00000254721,0.48040244521266245,0.92
ENSG00000289074,0.5682285802787381,0.86
PPFIA1,0.5517787797688345,0.88
CTTN-DT,0.3730896669951315,0.88
CTTN,0.8564803180841328,0.92
DHCR7,1.3884947854579692,0.9
DHCR7-DT,0.9354359359946314,0.86
NADSYN1,0.4374214078798801,0.92
ENSG00000291186,0.47150186553019197,0.86
XNDC1N,0.36054755885318907,0.86
RNF121,0.4745115709342099,0.92
IL18BP,1.18028270649911,0.86
NUMA1,0.6855695281836983,0.88
ENSG00000251143,0.33800461940871823,0.84
LRRC51,0.6044785432558807,0.88
LAMTOR1,0.7764594670713225,0.92
ANAPC15,0.7308291576261401,0.94
FOLR3,1.891862967235068,0.98
FOLR2,1.0422186931703543,0.94
INPPL1,0.421788750964154,0.9
CLPB,0.527358618812738,0.84
PDE2A,0.7122515893185613,0.92
PDE2A-AS2,0.5773459925487441,0.86
ARAP1,0.5132461164873748,0.9
ENSG00000286555,0.6979358255779105,0.78
ARAP1-AS2,1.0880906709429523,0.8
STARD10,0.8476139556703798,0.86
ENSG00000285693,1.246495040624985,0.88
ENSG00000293817,0.5946001511108973,0.92
ATG16L2,0.643319088067015,0.92
FCHSD2,0.5592331297240526,0.92
ENSG00000215841,0.4232467357003991,0.92
P2RY2,1.1267702992001873,0.86
P2RY6,0.7100356442364425,0.86
ARHGEF17,0.7008535977889377,0.94
RELT,0.6087992952493556,0.9
FAM168A,0.6769473159853809,0.84
ENSG00000256448,0.49916762302449197,0.94
PLEKHB1,0.9543544823983772,0.94
RAB6A,0.5441918852766996,0.92
MRPL48,0.6540041615958263,0.94
COA4,0.60238986598114,0.86
PAAF1,0.5656476323849602,0.86
DNAJB13,0.48772431115380555,0.76
UCP2,0.6950002415522619,0.9
UCP3,0.5192679895728072,0.86
C2CD3,0.5849818570769958,0.92
PPME1,0.6168975884842786,0.94
PGM2L1,0.7414493112775163,0.92
KCNE3,1.3290213142612848,0.9
LIPT2,0.3565183423251053,0.92
POLD3,0.6898874719429765,0.92
ENSG00000227615,0.7686640581204441,0.88
RNF169,0.8520911385333312,0.86
XRRA1,0.8064895740991157,0.86
ENSG00000293324,0.46869383183849905,0.88
SPCS2,0.46709292836540417,0.86
NEU3,0.5968429711667108,0.88
SLCO2B1,1.165764542589428,0.96
ARRB1,0.715971639929148,0.94
RPS3,0.8174946985811674,0.92
GDPD5,1.1646565231320594,0.94
SERPINH1,2.410266308427594,0.9
DGAT2,1.445873116221416,0.92
ENSG00000254826,0.5786135424757083,0.8
UVRAG-DT,0.7235778419537127,0.9
UVRAG,0.5984804847381482,0.86
WNT11,0.4228525128887621,0.94
THAP12,0.8231751418444799,0.84
GVQW3,0.6297651429229771,0.82
EMSY-DT,0.348439877632391,0.8
EMSY,0.6581836141348417,0.84
ENSG00000254810,0.43015018292326884,0.92
ENSG00000236304,1.2555125667116012,0.86
LRRC32,0.8680435939471346,0.88
TSKU,0.584091090092567,0.88
ACER3,1.028932641229941,0.96
CAPN5,1.1615676771088617,0.94
MYO7A,1.0491467716451817,1.0
PAK1,0.5966913437496018,0.92
CLNS1A,0.6483003969758762,0.8
RSF1,0.5448072264846323,0.86
FTH1P16,0.607612621197653,0.92
AAMDC,0.35761840395811045,0.88
INTS4,0.5507589319170918,0.94
THRSP,0.7698904877905702,0.9
NDUFC2,0.8318699230060554,0.9
ALG8,0.6606443822028736,0.94
KCTD21-AS1,0.4136766568347084,0.88
KCTD21,1.255421368423742,0.88
USP35,0.5326822963515151,0.94
GAB2,0.698858378120135,0.9
ENSG00000288538,0.4366060256540872,0.92
ENSG00000288853,2.0204512543623,0.96
NARS2,0.5849382240803598,0.82
RPS28P7,1.057568924944068,0.92
PRCP,0.8861564247533182,0.9
DDIAS,0.90446620627966,0.92
RAB30,1.0837125398820358,0.86
RAB30-DT,0.5438639717009691,0.92
PCF11,0.6205781230841012,0.82
ANKRD42-DT,0.2899037285239637,0.86
ANKRD42,0.550704473630419,0.88
CCDC90B,0.5751627723212371,0.88
TMEM126B,0.6631440932340801,0.88
TMEM126A,0.6000855425462001,0.9
CREBZF,1.0323127853563308,0.88
SYTL2,1.5996005482846145,0.86
PICALM,0.59446717435673,0.88
EED,0.6911681676076136,0.92
HIKESHI,0.5398989075910281,0.88
ME3,0.724702418256852,0.92
PRSS23,1.5329750941960492,0.96
FZD4,0.48786016154716755,0.92
TMEM135,0.8009971862159639,0.86
RAB38,0.5264351916026417,0.94
CTSC,0.7322792648673737,0.96
NAALAD2,0.5309766009585009,0.9
ENSG00000280385,0.8189936059765429,0.86
CHORDC1,1.1760534239709295,0.88
SLC36A4,0.8385001390638455,0.86
SMCO4,0.7614761084063248,0.88
CEP295,0.7144026746196996,0.82
ENSG00000279696,0.35544306691808947,0.84
TAF1D,0.848021461534795,0.9
SNORA8,0.35926785578365705,0.86
C11orf54,0.9087885846431629,0.9
MED17,0.61698129210084,0.92
PANX1,0.5637404549029089,0.92
ARPC3P3,0.3737122523331262,0.94
MRE11,0.6013987100987525,0.88
ANKRD49,0.8413449817552319,0.86
PIWIL4,0.7466382663562768,0.9
FUT4,0.9792971592775248,0.88
AMOTL1,0.6063035785259309,0.88
CWC15,0.5075602977456,0.92
SRSF8,0.7992672188682699,0.9
ENDOD1,0.7406959311209308,0.88
LNCRNA-IUR,0.8039484371055945,0.92
SESN3,1.0005884839536703,0.94
FAM76B,0.8113312444370286,0.86
CEP57,0.7678208682873254,0.88
MTMR2,0.8042248070664582,0.88
MAML2,0.8662599881487562,0.82
CCDC82,0.8886512960924303,0.82
JRKL,0.6478339936782093,0.82
ARHGAP42,0.5128228720835402,0.92
CEP126,0.6184959596374398,0.84
YAP1,0.49827304417467533,0.98
BIRC3,1.2862420777933123,0.84
ENSG00000288833,0.44816224304015045,0.96
BIRC2,0.9009062550422648,0.84
TMEM123,0.9936922952889924,0.82
MMP8,2.1125020635995173,0.9
DCUN1D5,0.5804172047204549,0.94
DYNC2H1,0.427255022063172,0.82
PDGFD,1.2513991125061048,0.92
ENSG00000303891,0.8877394127893973,0.9
CASP4LP,0.6792711624904024,0.9
CASP4,0.7442842356361613,0.9
CASP5,1.2955641510877993,0.94
CASP1,0.7724946216187368,0.92
CARD16,0.8746797045131391,0.96
MSANTD4,0.6536496051988236,0.88
KBTBD3,0.46494166097085227,0.94
AASDHPPT,0.6234180967681545,0.88
ENSG00000261098,0.44730984255812145,0.88
CWF19L2,0.6592698696228473,0.86
ALKBH8,0.6542922763773766,0.88
SLN,1.0199642243327378,0.8
SLC35F2,0.756726506041631,0.94
CUL5,0.7670680718518018,0.9
ACAT1,0.7158839912243172,0.84
NPAT,0.805594461441387,0.86
ATM,0.9456287737705926,0.86
C11orf65,0.5146573520235517,0.9
POGLUT3,0.9383420199132674,0.88
DDX10,0.8805916052554335,0.88
RDX,0.6826299615415123,0.9
ZC3H12C,0.4343242331047173,0.86
FDX1,0.6424991298156582,0.86
POU2AF1,1.1985888911812417,0.9
LAYN,0.6758229947464014,0.8
SIK2,0.8039144827169149,0.88
PPP2R1B,0.6042557288714034,0.88
ALG9,0.8159292698624723,0.88
FDXACB1,0.45364738135358107,0.92
CFAP68,0.624476385458116,0.88
CRYAB,1.2820674605404672,0.8
DIXDC1,0.4167732526104124,0.84
DLAT,0.643642008265727,0.88
NKAPD1,0.6559411667168014,0.88
TIMM8B,0.8373916386904526,0.94
SDHD,0.557849912437046,0.88
IL18,0.6013032316649911,0.96
BCO2,0.40188881923834013,0.9
PTS,0.5734337341029165,0.92
LINC02762,0.6645938764158339,0.92
NCAM1,1.5836537094014065,0.98
NCAM1-AS1,0.4630994219431832,0.84
TTC12,0.7177480597795769,0.9
ANKK1,0.4545208707383214,0.9
ZW10,0.5757427192245693,0.86
USP28,1.174650843887297,0.9
ZBTB16,1.302559730111137,0.86
ENSG00000302894,0.40912271447502047,0.88
NNMT,1.4338836896298628,0.92
C11orf71,0.5549772862379534,0.92
RBM7,0.5583113167301424,0.88
REXO2,0.8328246591373822,0.94
CADM1,0.811739867537744,0.92
BUD13,0.3943931419222046,0.94
ZPR1,0.6763630797513268,0.86
APOC3,2.111570816113503,0.9
APOA1,1.199059468342638,0.86
SIK3,0.5430822086363092,0.8
ENSG00000307802,0.6070583622685282,0.86
PAFAH1B2,0.5889147918678609,0.86
SIDT2,0.6477575048246225,0.96
ENSG00000304501,0.6728076311555377,0.92
TAGLN,0.6949057196786753,0.94
PCSK7,0.7906331497998721,0.92
ENSG00000280143,0.9624142314758849,0.88
RNF214,0.5583737579542986,0.94
BACE1,0.4429633980958332,0.84
BACE1-AS,0.46325620056920264,0.88
CEP164,0.6194172046361495,0.82
FXYD6,0.5137427222104235,0.96
TMPRSS13,0.47935880574958445,0.88
IL10RA,0.7119865335210878,0.92
SMIM35,0.5111689892153795,0.82
SCN2B,0.47472947047643804,0.86
JAML,1.0558458996974789,0.9
HSPE1P18,0.46036635297419143,0.84
MPZL3,0.7796979742615733,0.88
MPZL2,0.7411206595732338,0.88
CD3E,1.468164494880762,0.94
CD3D,1.2749919034989927,0.92
CD3G,1.1973457718168776,0.9
UBE4A,0.7210472415777961,0.88
ATP5MG,0.5140845513119775,0.96
KMT2A,1.0886829869292993,0.86
TMEM25,0.7341155865352335,0.88
IFT46,0.5187833323184708,0.9
ARCN1,0.4524884521474925,0.9
PHLDB1,0.6990955569468296,0.92
ENSG00000255422,0.6261568894977617,0.94
DDX6,0.5925527562196133,0.86
ENSG00000278376,0.28737396612522226,0.96
CXCR5,0.6678359407199096,0.86
BCL9L,1.3090232289142687,0.84
CENATAC,0.6099107597873864,0.94
RPS25,0.8785206615918573,0.94
TRAPPC4,0.5196421230834608,0.94
SLC37A4,0.6251550405637397,0.88
HYOU1,1.137116069636275,0.92
VPS11,0.5057608853833545,0.9
HMBS,1.3661200492227015,0.84
H2AX,0.8230770700828266,0.92
DPAGT1,0.6836703004778405,0.96
C2CD2L,0.5825110108586995,0.86
HINFP,0.51722595916254,0.88
NLRX1,1.139043020763091,0.9
NHERF4,0.4001489922157017,0.86
DRC12,0.44517580670110524,0.96
CBL,0.7684349077904271,0.92
MCAM,0.8536772961632365,0.82
RNF26,0.6140506230572788,0.98
NECTIN1,0.7156415946474229,0.92
TRIM29,0.6440466840940492,0.9
OAF,0.7690036389464743,0.92
ARHGEF12,1.1105583211869128,0.96
GRIK4,0.9313110390705842,0.96
TBCEL,0.9246824095193592,0.9
TECTA,0.39157953371929777,0.9
SC5D,0.9901447043344751,0.88
SORL1-AS1,0.5083463567218299,0.72
SORL1,0.9027946281133651,0.9
UBASH3B,0.569989407219822,0.86
CRTAM,1.1965775265487153,0.88
JHY,0.5205885346438034,0.9
HSPA8,1.0672840044620353,0.82
GRAMD1B,0.8163994575214599,0.84
ZNF202,0.6727605926195177,0.9
VWA5A,0.824921612015906,0.92
TBRG1,0.41863316662265726,0.88
SIAE,0.6297719353699783,0.94
NRGN,1.114911707924474,0.84
VSIG2,0.7175902315823265,0.82
ESAM,0.9128734622295207,0.92
MSANTD2,0.6784953699408777,0.9
ROBO3,0.9918852490273031,0.9
ROBO4,0.47011281490626466,0.88
CCDC15,0.4539723638406158,0.86
SLC37A2,0.8421100477144282,0.92
TMEM218,0.5345054803156926,0.9
FEZ1,1.2812015763793756,0.92
EI24,0.5706236687897556,0.88
STT3A,0.6782910402708173,0.94
CHEK1,0.8535376485667813,0.92
HYLS1,0.6072057535659843,0.92
PUS3,0.5813057378217018,0.92
RPUSD4,0.6333191338995068,0.9
FAM118B,0.7387178884078737,0.98
SRPRA,0.46632668511208825,0.92
FOXRED1,0.45221694706712406,0.92
TIRAP,0.8061139057624637,0.9
DCPS,0.5738729061021913,0.9
GSEC,1.4979333021760368,0.92
ST3GAL4,0.795335617900416,0.82
ENSG00000303243,0.37872420785711564,0.9
ENSG00000289398,0.7269731572366668,0.86
ETS1,1.3769520293485473,0.9
FLI1,0.7469449688080411,0.88
SENCR,0.6085783502710974,0.9
ARHGAP32,0.72640911698608,0.84
TMEM45B,1.0926656297312918,0.84
NFRKB,0.5523080942076358,0.88
PRDM10,0.6874398801917039,0.84
APLP2,0.5356161546609746,0.86
ST14,0.9228994801524774,0.88
ZBTB44,0.5258570849791768,0.92
SNX19,0.5900499310424009,0.88
IGSF9B,1.0456707265829737,0.82
LINC02731,0.40234734777017683,0.92
JAM3,0.5604803894612718,0.86
NCAPD3,0.8263267263450199,0.86
VPS26B,0.5159701628308947,0.98
THYN1,0.5131312398671689,0.92
ACAD8,0.5550276305605741,0.9
GLB1L2,0.8727220997422369,0.9
B3GAT1,1.5481752073415211,0.88
B3GAT1-DT,0.4484144199679003,0.86
ENSG00000304309,0.709318633631774,0.88
IQSEC3,0.6367650058658716,0.8
SLC6A12,1.0449974161104685,0.92
ENSG00000261799,0.7877056082857039,0.88
KDM5A,0.48361033507907664,0.9
CCDC77,0.47571442789430113,0.88
B4GALNT3,0.9531322765519761,0.92
NINJ2,0.6726661899279323,0.86
ENSG00000256020,0.7375333410319082,0.86
NINJ2-AS1,0.7205495457955833,0.94
ENSG00000301742,0.5885322406942343,0.82
WNK1,0.6841749161194509,0.94
RAD52,0.6212707575693611,0.82
ERC1,0.5929233053268683,0.92
WNT5B,0.5074513615916051,0.94
FBXL14,0.8918161309588986,0.88
ADIPOR2,0.43217310824020866,0.94
CACNA2D4,0.6397408904714978,0.84
ENSG00000256706,0.549905085606293,0.9
DCP1B,0.6156021858082604,0.9
ITFG2-AS1,0.5571222354566951,0.86
FKBP4,1.464365210055426,0.96
ITFG2,0.7898042121909662,0.82
NRIP2,0.4915194586724392,0.8
FOXM1,1.0684343401376495,0.86
RHNO1,0.6848190204814307,0.86
TULP3,0.6726202506436121,0.94
TSPAN9,0.8361182936448466,0.88
RPS27P3,0.5362317674210124,0.9
CRACR2A,0.6876390766389229,0.88
ENSG00000280202,0.7004996551002695,0.88
PARP11,0.7018491657162951,0.9
PARP11-AS1,0.4837500227035466,0.9
CCND2,1.1664460112205826,0.9
TIGAR,0.6953690100746466,0.84
FERRY3,0.6710867083033395,0.82
RAD51AP1,0.6708500773439066,0.88
DYRK4,0.6223772744055098,0.94
NDUFA9,0.5620524784121494,0.88
VWF,0.9978336385742077,0.9
CD9,0.8569334075712587,0.9
PLEKHG6,0.5892809341991077,0.88
TNFRSF1A,1.0116826859552324,0.92
SCNN1A,0.5353046334452657,0.84
LTBR,0.7805203682434212,0.88
ENSG00000256433,0.7574669738133218,0.92
CD27-AS1,0.4830902105781181,0.94
CD27,1.085513704479859,0.94
TAPBPL,0.6695052615335347,0.92
VAMP1,0.6499610819725145,0.92
VAMP1-AS1,0.4523868439721168,0.9
MRPL51,0.6765532905305605,0.92
NCAPD2,0.6602039400801776,0.92
GAPDH-DT,0.47075875830793684,0.96
GAPDH,0.6079213903137076,0.88
IFFO1,0.5162652224911002,0.88
NOP2,0.802961593870539,0.92
CHD4,0.6264559075807306,0.94
ENSG00000247853,0.4114689612262194,0.84
LPAR5,0.8031966838540894,0.94
ACRBP,0.7712801097572155,0.92
ING4,0.6855323265740217,0.98
ZNF384,0.4238847908000691,0.9
PIANP,0.39654167563902254,0.9
COPS7A,0.5995051211839737,0.82
ENSG00000269892,0.7806931759182298,0.9
MLF2,0.45188353441085183,0.9
PTMS,0.8713846326988669,0.92
LAG3,1.8035431390941,0.88
CD4,1.1760396371456554,0.9
GPR162,0.8734856948076708,0.86
P3H3,0.6121505725322088,0.86
CDCA3,0.9793763024474323,0.92
USP5,0.7317732420573254,0.96
TPI1,0.8012149669824671,0.92
SPSB2,0.4719608758364672,0.88
LRRC23,0.4625801993336745,0.94
DSTNP2,0.2761367173990143,0.84
ENO2,1.2655349062273262,0.9
ATN1,1.1738733644052828,0.92
C12orf57,0.9136748968507433,0.9
PTPN6,0.6574354844878858,0.92
PHB2,0.4898197604574871,0.94
SCARNA12,0.3116112925810569,0.86
EMG1,0.5073132046400753,0.9
LPCAT3,0.7317669838192121,0.9
C1S,0.9474271313819445,0.92
C1R,0.7555787057050969,0.94
C1RL,1.2395579687133937,0.84
C1RL-AS1,0.8319840721235569,0.88
RBP5,0.8362152846637622,0.88
ENSG00000256967,0.7347146325079267,0.84
CLSTN3,0.6780075865443099,0.84
PEX5,0.5311493037416364,0.92
CD163L1,1.6107389928247833,0.94
CD163,2.0611995992562786,0.9
ENSG00000290059,0.8244343204004377,0.92
CLEC4C,0.8302060372628478,0.94
SLC2A14,1.5671170439875257,0.84
ENSG00000287713,0.4170723511704095,0.96
SLC2A3,1.368860484968634,0.9
ENSG00000294711,0.6607111865652883,0.9
FOXJ2,0.47715067642992287,0.86
C3AR1,1.1477407060337304,0.92
NECAP1,0.8651132308185869,0.78
CLEC4A,0.8950574914009202,0.9
POU5F1P3,0.6306684836060946,0.8
FAM90A1,0.680829912429372,0.88
LINC02449,0.6268164530265451,0.9
LINC00937,0.9342068020339541,0.86
CLEC6A,0.5093843013336664,0.92
CLEC4D,1.751365537503652,0.9
CLEC4E,1.7161001669584985,0.94
ENSG00000255801,1.3091724755043501,0.92
ENSG00000297833,0.5817656444149152,0.92
MFAP5,0.7225923245441503,0.88
RIMKLB,0.7170303687724191,0.86
LINC02972,1.8355095271834574,0.9
PHC1,0.9771120025881569,0.84
M6PR,0.651966990291072,0.92
KLRG1,1.4222979112285212,0.86
A2M-AS1,0.36354011525233715,0.84
A2M,1.0216244109841035,0.96
ENSG00000309149,0.5856837336283324,0.9
LINC00987,0.8971195823149191,0.86
DDX12B,0.6132565449989457,0.88
ENSG00000299022,0.7713179566032853,0.92
ENSG00000308602,0.41301469862052287,0.9
ENSG00000295911,0.8184184375243415,0.9
ENSG00000295873,0.6251143256114292,0.86
ENSG00000284634,0.8795853335346331,0.88
KLRB1,1.6343186457692713,0.8
ENSG00000257027,0.6876424447309528,0.9
CLEC2D,0.8562330634547106,0.88
ENSG00000293488,0.4041947637128723,0.86
CD69,2.2581408471320175,0.88
KLRF1,1.4619010380892485,0.9
CLEC2B,0.9170096813481937,0.9
LINC02470,0.8731549657175399,0.86
CLEC12A,1.4657170343016876,0.94
CLEC1B,1.0489322100064187,0.86
CLEC12B,1.1241251816645386,0.92
CLEC9A,0.39040766661495696,0.8
CLEC1A,0.7518868345274496,0.9
CLEC7A,0.9850343715556381,0.88
OLR1,2.2481991327632365,0.9
TMEM52B,0.6065122631319348,0.92
GABARAPL1,0.7608423342946596,0.9
KLRD1,1.6250440508359794,0.88
ENSG00000309652,0.6650689643751829,0.9
ENSG00000290036,0.5761726573684415,0.94
KLRK1-AS1,1.1096169435537664,0.82
KLRK1,1.371840043168557,0.86
KLRC4,1.5732320065978387,0.88
KLRC3,1.1628355303895221,0.9
KLRC2,0.8215934202333292,0.88
KLRC1,1.0184479304319545,0.88
EIF2S3B,0.4890755270744338,0.86
LINC02446,1.3715631810518318,0.92
ENSG00000290537,0.9702126297750298,0.86
MAGOHB,0.5247512078796839,0.88
STYK1,0.6988320548521451,0.9
YBX3,1.3150812115602775,0.88
PRR4,0.41978306549840183,0.9
TAS2R14,0.3832667187493679,0.88
TAS2R20,0.38798788429451203,0.88
SMIM10L1,0.49109174034175446,0.92
ETV6,0.5018355531013753,0.88
LRP6,0.5679568677301965,0.78
MANSC1,1.6229877855334045,0.94
LOH12CR2,0.35661268998133827,0.94
BORCS5,0.6412165198265256,0.88
DUSP16,0.7176286263517263,0.86
ENSG00000290048,0.4673862162696333,0.88
CREBL2,0.6934541760884144,0.82
GPR19,0.39946986164890186,0.92
CDKN1B,0.6747419516162121,0.82
APOLD1,0.5079336999940661,0.86
GPRC5A,1.0524457479992506,0.94
GPRC5D,0.47155125756222094,0.96
HEBP1,0.6326491707174343,0.84
HTR7P1,0.4253425582370301,0.88
FAM234B,0.6518568078551809,0.9
EMP1,0.9886336275774603,0.9
ATF7IP,0.5680997240457032,0.92
PLBD1,1.006871643884537,0.96
ENSG00000255649,0.3823592030855137,0.9
PLBD1-AS1,0.972471732258451,0.96
ENSG00000261324,0.6336662212024603,0.78
H4C16,0.4137541189830888,0.8
H2AJ,0.41560118349399977,0.9
WBP11,0.7312374789819691,0.86
C12orf60,0.36310968673517524,0.88
ART4,0.8058109188155723,0.92
MGP,1.2621589720865647,0.9
ERP27,0.8984201132242242,0.94
ARHGDIB,0.7682217036562641,0.9
PTPRO,0.6560896440522969,0.88
EPS8,0.6464807430072166,0.92
STRAP,0.477865589021088,0.94
DERA,0.6912948112406836,0.94
MGST1,0.9623149176899554,0.92
